operands_A,operands_B,sel,switching_power
1620907215,3275062379,0,0.0189031
2942620293,2448451767,1,0.0218357
1921181044,419428995,1,0.0227337
3095999871,1016709721,1,0.0225799
3429542935,3111720049,1,0.0218357
1872839557,2915360122,1,0.0227337
2610574657,1158988780,0,0.0163811
2769593597,2533598318,0,0.0175152
1572109730,3416166130,0,0.0210444
1691562805,3898972382,0,0.0187762
1006478358,379119327,0,0.0204139
3645951433,241969637,1,0.0213277
631293905,2854030430,1,0.0200755
144898192,3413876765,1,0.0192133
1376906297,4183106277,0,0.017769
3091164894,435982781,1,0.0259822
3925219605,1142220633,1,0.0214458
2179278238,839776956,0,0.0182726
2709012942,3581935279,1,0.0251556
920684067,2254078688,0,0.0141129
3003292761,997147394,0,0.016508
3867715408,3487406340,0,0.017769
3488494793,1322914065,0,0.0177649
1274600538,507443500,1,0.024104
2496244165,3248777503,0,0.0170116
2600248458,1180412919,1,0.0238678
610988792,992560246,0,0.0175152
3913432401,742993051,1,0.0201936
1061375924,1563572729,0,0.0204139
2655929732,882129411,0,0.0146165
1032633767,2016238939,0,0.0209175
3633773811,1286058418,0,0.0201601
1500499527,943055443,1,0.023206
3557729432,3489621814,0,0.0210484
3455259136,1082896452,1,0.0169094
475623559,371472641,1,0.0175355
1405831416,1069529724,0,0.0225592
3713356136,1741824883,1,0.0223438
899900128,1978923431,1,0.0236316
1110072111,4130112023,0,0.0170116
2588148132,2972229001,0,0.0138631
887479371,2008053270,1,0.0229699
4148424722,944529455,1,0.0203117
2272799112,2211381714,1,0.0189414
2781964588,2624477387,1,0.0217177
1304544488,2660229361,1,0.0215996
676803025,1115437594,1,0.0195675
22131290,452627788,1,0.0193314
2132129509,48151751,1,0.0248481
949798316,3647256532,0,0.0189031
3274803716,3451852893,0,0.0175192
3930482537,2205589553,0,0.0167578
2402558563,2505416693,0,0.0196605
3834950820,266806980,1,0.0205836
346591373,1345452578,1,0.0171812
3663140435,2166624321,1,0.0178898
1029902402,623171303,0,0.0161313
3213031622,3580783310,0,0.0210444
1451550875,974443101,1,0.0207016
1763446367,2789993791,1,0.0238678
822616044,972084426,0,0.0171385
482183845,6685561,1,0.0192957
1263117752,713842090,1,0.0207016
528773116,1069329278,0,0.0234395
3980600415,1439283051,1,0.0239859
1309882233,1898459390,0,0.0180188
3173885332,649101223,0,0.0199103
2890179874,867218201,1,0.0188233
3130697203,354946488,0,0.0171344
2579650282,1595121064,1,0.0223438
2572891898,508895311,0,0.0183955
4102460861,2346015447,1,0.024612
521723535,500821403,1,0.02512
2660211732,1838046811,0,0.0200372
526360995,599478775,0,0.0210444
2894902732,3181613123,0,0.0175152
1121531722,2683011879,1,0.0227337
4107610018,1659902864,1,0.0209378
3524362029,1562409992,1,0.0204298
356629911,3563950162,1,0.0208197
3571870574,3689250497,1,0.0257461
4192228566,2717516665,0,0.0186493
3737082232,2853913894,1,0.0239502
4132851114,1536652154,0,0.0216749
1797555940,2386304020,1,0.0190595
1658493655,2898984953,0,0.0229359
4159044412,252429470,1,0.0257104
1326432983,2313490453,1,0.0210559
3641259006,1880468687,0,0.0191529
2555998853,2869037271,0,0.015247
2527235276,2139611891,0,0.020291
1886595804,3746211314,1,0.0233598
4098936917,3288829988,1,0.0175355
1819525346,3121271069,1,0.0207016
826618646,1532506650,1,0.0189414
1714574931,585293343,1,0.0217177
513062464,2948617567,0,0.0178959
250464344,1977077317,1,0.0227337
2786901980,3340213639,1,0.0247301
2047878952,1343548687,0,0.0148703
671939957,676782215,1,0.0203117
2903521505,2834592045,1,0.0199575
1142788010,138256846,0,0.0163811
2000901142,650038411,1,0.0217177
3201737172,2107924116,0,0.0197834
202005953,282816014,0,0.0155008
4064851619,1644401977,1,0.0203117
1868120975,2145800761,0,0.0210444
3411113777,3217326886,0,0.0186493
2030799025,2471196504,1,0.0210916
992388560,2112970010,0,0.0195336
246698410,3385556482,0,0.0171385
2548804796,2740940304,1,0.0243401
1455763938,751312146,1,0.0191776
3026574284,2640205992,0,0.0191529
335543872,866052750,1,0.0247301
386381347,2958183456,1,0.0181616
3702985192,1442023035,0,0.0205408
3471367558,362430266,0,0.0197834
2768670417,3445996807,1,0.0215996
1890726941,1583012139,1,0.0215996
2383767838,1773425019,0,0.0182726
1260659149,2755879616,0,0.0134823
1441077455,2105172618,1,0.0229699
1707873187,1119872640,1,0.0207016
3051785722,408896020,1,0.0223081
308176456,2439380658,0,0.0178959
3267963155,1548102429,1,0.0194494
3499841899,1837303240,1,0.0209378
2422537061,713452885,0,0.0175152
4065814051,959282064,0,0.0186493
3815256765,2613734332,0,0.0205408
3165710637,1021010075,1,0.0229699
2877343738,1010988324,1,0.0209378
527011032,1218172481,0,0.0168847
1600187622,3602335360,0,0.0185224
971203315,3943253681,0,0.0185224
3214504799,1564682891,1,0.0250843
2404951958,841875975,0,0.0154967
2767286003,1904164805,0,0.022809
838870756,1681471388,0,0.0151241
4211802938,1201966111,1,0.0213277
1710082110,3205253760,0,0.0172614
3104537223,1439275127,1,0.0229699
3032753604,4024545487,1,0.0219895
2237186652,2232428475,1,0.0189414
1521748523,2513776926,0,0.0171385
3210858233,1966634177,1,0.0244582
590117263,3102834995,0,0.0175152
153344424,1717582655,1,0.0204655
2099334521,1006673455,0,0.0173883
1630983941,2671041722,0,0.0195336
1314408856,4146140988,0,0.0172654
309293515,912895662,0,0.0199103
2346307554,3946737540,0,0.021548
2628384734,3489131708,1,0.0285223
2010991820,2250143696,0,0.0196565
114379187,3077061675,0,0.017769
3434987833,490965014,0,0.0161272
207450097,1206691220,0,0.0191529
3497510021,382112180,1,0.0201936
2072160623,1706352425,1,0.024104
1192478090,2685320008,1,0.0190595
576561376,3113687870,1,0.0208554
110638262,2146772417,0,0.0185264
3099340580,42674217,0,0.0143626
4001139827,3268325132,1,0.023714
1537005939,3455533432,1,0.0247301
2804713412,1400939741,1,0.0201936
3482750993,3142656262,1,0.0190595
3126533004,1741054003,0,0.0180188
2922787145,963817787,1,0.0217177
1176656607,2895879867,1,0.0238678
1583745990,98447619,1,0.0203117
3394927526,1844986040,1,0.0225799
871558836,3745024109,1,0.024222
1572160898,1603847987,0,0.0189031
667412122,36870794,0,0.0160003
3222492933,325706761,0,0.0142398
2753636774,2268405833,1,0.0172993
908924948,3471672948,1,0.0203474
3789632093,1427752351,1,0.0223438
2008630497,3657971743,0,0.0173883
2809929657,3662280037,1,0.0253562
2303418915,2949668853,1,0.0224975
3047009464,686861525,0,0.0185224
1719991942,3446368960,1,0.0218357
2101283398,2591050485,1,0.0224618
88149630,3982282729,1,0.0224975
2557485703,3270523575,1,0.0198394
2729217791,3417632901,1,0.023714
3151562789,3925148930,1,0.0201936
2662927665,404777532,1,0.0192957
2925278744,857242881,0,0.0157506
3996901423,2749340714,1,0.0247301
1337061050,2209917206,0,0.0188991
884150551,767639065,0,0.016508
553875402,3521507268,0,0.01903
2916376322,1352392307,1,0.0228518
2120050754,4247442375,1,0.0238678
3106743194,167870407,1,0.0213277
3670344680,375174022,0,0.0170116
565917019,1435095132,0,0.0173883
4194836249,278101220,1,0.0201936
2154002472,1901768776,1,0.0171812
168835861,633954891,1,0.0176892
4205541062,3674363737,0,0.0201601
1462638039,3337389578,0,0.0178919
271618795,1920208935,1,0.0178073
2705218700,2647178555,0,0.0195336
2955413531,3351987701,1,0.0196032
3876849784,238670873,0,0.0153739
2209330979,2806676376,1,0.0235959
1379917575,956087191,1,0.0257461
2954276576,1091496949,0,0.017769
2966739356,3885986639,0,0.0219287
3001407887,2692516060,1,0.022698
3355505436,3720987530,0,0.0167618
2445456222,3845278261,0,0.0175152
624587572,3768077621,0,0.0163811
3621315904,3444015417,1,0.0213277
1198871540,2312863319,0,0.0216749
1241541232,168911539,1,0.0160471
1974809086,2070278417,1,0.0248481
290325403,3724277823,0,0.0216789
1313915514,4004623995,1,0.0231236
128343084,2975908505,1,0.0190595
204410377,2261693787,1,0.0203474
3634751159,599786824,0,0.0152429
2570463280,2122803854,1,0.0203474
2182235919,2906594528,1,0.0198394
564704922,3855063973,1,0.0221076
1633290046,161782744,1,0.0201936
2727131444,3089992052,1,0.0200755
3696673593,2249411629,1,0.0209378
1942934297,2588672957,1,0.0225799
3306334658,3740265523,1,0.0230055
1190782388,2296906341,1,0.0205479
38850199,2723023573,0,0.0153739
1445383241,1530304070,0,0.0171385
608766103,1707518529,1,0.0176892
3457894255,882813353,0,0.0196565
1930643451,674998846,1,0.023714
1493497980,327956488,1,0.0181616
876864645,571536184,1,0.0179254
1186590197,1756550439,1,0.0243401
1572595640,539753372,1,0.0249662
1555046458,3650490185,1,0.0193314
3200909834,1009293718,1,0.0189414
937341336,2929467561,1,0.0220719
3630334325,28316795,0,0.0146165
908793483,866284636,0,0.0170116
16261189,2870773788,1,0.015929
871190466,3651041868,0,0.0204139
1529912225,63819899,0,0.0176421
3162178702,686596895,0,0.0181457
2191102372,2783066212,1,0.0183153
2230279188,3515759215,0,0.0189031
324801311,3252283325,0,0.0201641
2923935818,2913698193,0,0.0175152
2852489733,3379776914,0,0.0156277
1838043302,3230610541,1,0.0207016
2474832567,2126747676,1,0.0224618
255214197,1328740338,0,0.0201641
2794305233,228826615,1,0.0239859
3248451235,955140357,0,0.0178919
3178860338,3708453701,0,0.0183955
635300341,3458672066,1,0.0238321
425045664,3547475797,1,0.0215996
3057359901,3825493272,1,0.0205479
2742263597,2259520068,0,0.0177649
1522288458,3125859310,1,0.0228518
4273643240,3202157379,1,0.0259822
3569605288,314244906,0,0.0194067
3907554107,1411449473,1,0.0183978
1309353229,198873198,0,0.0160044
2632370501,2902301713,1,0.0223438
2993844563,2156541500,1,0.0198037
2017973185,2666831285,1,0.0238678
4165478388,1272767682,0,0.0181457
1160998315,3928623124,0,0.0154967
3931910603,739572079,0,0.0192798
1975325370,2001973474,0,0.0197834
3306109970,739794120,1,0.0185515
826883037,3776187524,0,0.0148662
1310323694,2142813982,1,0.0267621
1131105756,2302529351,1,0.0234779
2245250168,1670655943,1,0.0223438
402960441,1490871088,1,0.0175712
3674926521,2244075770,0,0.019026
3256819258,3683347237,0,0.0194067
2577382149,2091296885,0,0.0197834
104514639,446449138,1,0.0200755
1986397643,2644655714,0,0.0181457
231586262,1196623616,0,0.0160003
3440289907,2679164570,1,0.0228518
659471603,1629257551,1,0.0247301
4118334457,582344347,1,0.0259822
4069702889,3730854230,0,0.0185224
924395740,3515724982,1,0.0217177
1285736066,490298256,0,0.0155008
2060817926,2002309908,0,0.0181457
3498646735,1627654428,0,0.0132285
4099308856,3369075423,1,0.0220719
4079924318,305804854,0,0.0183955
3440276407,3424433571,0,0.0196565
2409531168,4041490949,0,0.0151201
3405743505,2861767128,0,0.0185224
142267130,1631325167,0,0.0187762
1297030709,4012455522,0,0.0192798
3029334063,106508951,0,0.0183955
1992721824,2829478685,1,0.0205836
1583520607,955559361,1,0.023714
3500961796,3858761750,1,0.0151492
4004379772,3062323639,0,0.0230588
432631018,3432589172,1,0.0218357
4006649266,2735933399,1,0.0230879
3381979115,4085978450,0,0.0196565
146086575,961347332,1,0.0212096
4067851557,546348012,1,0.02219
2564807447,1002295376,0,0.0201601
4287868370,2528610210,1,0.0254742
2256537948,612818300,0,0.0151241
3755645904,2400629181,0,0.0214211
2765955703,503668919,0,0.0173883
273327843,1922330044,0,0.0172654
3500367906,859102759,1,0.0192133
4186015610,3611989087,1,0.0234779
2013909919,3547397888,1,0.0224618
827536408,2858219191,0,0.0186533
4115914534,2037437127,0,0.0207906
4164853332,778112065,0,0.0160003
3240492835,862602813,0,0.0186493
4239926368,3226931194,1,0.0210916
4237191600,3996755613,1,0.0239859
68967008,3982988152,1,0.0196032
17568052,2283511277,1,0.017335
3682150450,3704091097,1,0.0238678
3734073997,2407734202,1,0.0229699
2568857615,4029467656,0,0.0151201
3830273327,4127341297,0,0.0186493
138469491,965812909,0,0.0138631
3006164780,64890864,1,0.0230879
3207316533,4224231352,0,0.0210444
2106744287,3321723341,1,0.0275063
3894807261,2299761676,0,0.0144895
1239678893,78768255,1,0.0249662
1344758608,210076448,0,0.0117177
3108124108,3870450882,0,0.0170116
2507016756,1129975716,0,0.0158775
2758256594,2243536773,0,0.0186493
2967036007,910767737,1,0.0212096
2260605333,3049411168,0,0.0162542
4290608730,3704926558,1,0.0278605
696842183,4153741498,1,0.0229699
447527395,671155463,0,0.0136052
816085006,880259930,0,0.0173923
4227712795,3963430680,0,0.0216709
3320597032,3295699118,1,0.0190595
3944770456,708150624,1,0.0191776
3934037449,3484931949,0,0.0235664
229710654,3028691122,1,0.0203117
1094074054,3204362273,1,0.0222257
4248370811,1079847460,1,0.0236784
2785342738,410448685,0,0.0172654
152101945,1399874171,0,0.0156277
2332992077,3265670691,0,0.0158775
1916197822,683276825,1,0.0243401
3561881548,1603080437,0,0.0207906
3059800069,2235474379,0,0.0166349
2556634196,684505724,1,0.0193314
2030715769,4078659389,1,0.0232417
3610211614,3205524870,1,0.0243401
2206642007,3881165602,1,0.0229699
316537572,1083687189,1,0.0210559
3321340352,2102698695,1,0.0223438
687566354,4092747092,0,0.0200372
1041590399,432678502,0,0.0178919
89405239,1854712299,1,0.0222257
1679027132,947654696,1,0.0199218
2189523901,2047402931,1,0.0218357
2997601338,3953737299,0,0.0200372
892950019,167269826,0,0.0158775
3275519562,2896906139,1,0.0228518
2726833954,2527096765,0,0.0173923
2593399856,117664196,1,0.0166732
1410991331,2722928396,1,0.0178073
1998030580,309328638,0,0.0223054
40893441,3494307346,0,0.015247
3243920626,590893463,0,0.0163811
3603953039,2561050725,1,0.0240683
922169985,280443630,0,0.0187762
2033462826,967288144,0,0.0170116
1719774803,1292909351,1,0.0201936
1601398979,1075269046,1,0.0220719
1399499225,1955884142,0,0.0186493
2936485635,1331043421,0,0.0187762
2987844712,1291076306,0,0.0158775
3933184453,3440212252,1,0.0230879
3599240500,2519807797,0,0.0166349
3499016717,343230923,1,0.0194494
2806896879,1867442455,0,0.0220516
1065890687,561514100,0,0.0171344
3011262394,553572720,0,0.0201601
3734897480,3320908179,1,0.0207016
709840882,1583057372,0,0.0204139
3175428249,572961157,1,0.0191776
980062882,1049506585,0,0.0171385
2008419339,2204478554,1,0.0213277
4213877943,1133351114,0,0.0182685
3901538499,2487662534,1,0.0199575
2183138276,572191506,0,0.0132326
3816632600,1350802979,0,0.0162542
3326230164,2131013201,0,0.0171385
4243976392,672588853,1,0.02219
4277006997,489142567,0,0.0217978
879741311,3258100026,1,0.0233241
3944222909,3771608963,1,0.0212096
3374159074,1257855509,1,0.0212096
2326919957,474045768,0,0.0161272
3756510330,1844629987,1,0.0271164
2396272750,2308149774,0,0.0162542
3638236762,2570246190,1,0.0219538
581233747,2497244063,0,0.01903
115488502,662554105,0,0.0206677
2230797993,4263498512,0,0.0194067
1785765483,918705755,1,0.0224618
2252088435,2237335294,0,0.017769
4117699485,3384138801,1,0.0254742
2821323258,200119046,1,0.0225799
2612641123,3224819071,1,0.0253562
565787668,1806551383,1,0.0214815
3357996915,2461421480,0,0.0191529
2017544886,2135535193,0,0.01903
3840409191,1362618991,1,0.0271164
2301153553,1178555140,1,0.0176892
4205587023,2386229502,0,0.0216749
2002183992,168859983,0,0.0171344
899650739,3178766831,1,0.024612
2161515696,4087768405,0,0.0173923
3243163778,3779710907,1,0.0202293
1806638820,915301446,0,0.0183955
2616501497,2826023312,0,0.0177649
166415044,959765188,1,0.0200755
2733467370,3989523331,1,0.024104
3425848590,2406880888,1,0.0210916
3222550884,3819221999,0,0.0181497
2118968089,2961268574,0,0.0186493
1954293250,2286757857,0,0.0153739
78281837,1974979288,0,0.0195336
2133513126,1452266069,0,0.020287
3605054296,1446449856,0,0.0157506
430190678,3380832912,1,0.0178073
974429240,1292160371,0,0.0160044
2757273240,4054621691,1,0.0224975
869055151,920106813,0,0.022809
289266933,1666831937,1,0.0225799
593989979,3514607808,1,0.0208197
1393526586,3529283498,1,0.0223438
3931457231,2990111948,0,0.0197834
4133634408,1340032114,1,0.0215996
3257046753,383563880,0,0.0160044
1437152821,1395233974,0,0.0175152
88545217,437735362,0,0.0160044
429114391,3085727108,0,0.0183995
2499217959,1632589527,0,0.0194067
2288386678,3347218319,0,0.0180228
3823127485,1692663096,0,0.0204139
1450417789,1379263962,0,0.0207906
98268932,1127589251,1,0.0201936
405825558,1738221019,0,0.0170156
3942278436,2715681069,0,0.0173883
4289603561,1095299880,1,0.0235603
1285185867,2509125187,1,0.0200755
4215724476,4227687006,0,0.0239431
2744940070,2623570661,0,0.0162542
3702508479,206013390,0,0.0204098
1257243104,1131274360,0,0.0149972
2756738357,823551431,0,0.0170116
34513906,4262287733,0,0.0185264
1000637531,4253667916,0,0.0182726
2282090126,4029481555,0,0.015247
1521955854,3915921187,1,0.0218357
2190073493,3559856870,1,0.0217177
3085481736,2953874886,1,0.0204298
1122566238,1215317142,1,0.0167913
672363702,916355992,1,0.0215996
906979173,1745163597,1,0.0204298
3206333624,2693398656,0,0.0123442
926795549,1264684165,1,0.02219
1613127099,2054927482,1,0.0238678
3226039337,1675425137,0,0.0180228
2235890371,336330058,1,0.0207016
63234937,2880272320,0,0.0189031
4121055935,1461915273,1,0.022698
4225505772,3925635189,1,0.0258642
544074073,3587786767,1,0.0212096
2246599792,976629546,1,0.0199575
3855555734,2432136525,0,0.0204139
2843195779,3078783665,1,0.0220719
4257019412,3898231256,0,0.0195296
931863113,2412486602,0,0.0201641
2904648327,2489323856,0,0.0132285
1663506088,3880803945,1,0.0210916
1203125808,179644767,1,0.0218357
3940026517,3538540282,0,0.0196605
4293776536,2749380798,1,0.0249662
3654902450,1617837512,0,0.0180188
996623487,664034747,1,0.0247301
1222183277,1281229199,0,0.0158775
3472295924,1621791437,0,0.0188991
3205353755,1658546823,1,0.0235959
1596519010,2355521373,1,0.0223438
3049335315,2501602287,0,0.0196605
3616677941,3069192900,1,0.0200755
2144911603,846465087,1,0.022698
1543662088,3754491906,1,0.0160471
2065354176,4176353006,1,0.0238678
1743603264,3290886656,0,0.0144895
4236410531,3327105684,1,0.0230879
2197053516,3620779350,0,0.0173923
3008978065,1354310812,0,0.0162542
3741010921,3073137817,0,0.0217978
2386385669,2590106141,1,0.0213277
2630920146,3486137958,0,0.0200372
2664843897,190755236,0,0.0185224
3253255449,3883253425,1,0.0243758
4266391510,3701360270,0,0.0223014
3130397630,3404982521,0,0.0216749
2659192679,721946584,0,0.0151201
2444154075,297437501,0,0.0185224
740328486,2126079727,1,0.0205011
3536576038,889711972,0,0.0191529
431327939,528589753,1,0.0212096
1016252948,2323243079,1,0.0194494
593120068,1369424654,0,0.0166349
589131532,2756869844,0,0.0176421
3777544540,1126227507,1,0.0189414
75268278,4049790488,1,0.0188233
786294290,3604485116,1,0.0234779
4177231591,1493876465,0,0.022805
1770942758,3786956633,0,0.0189031
4048800192,3222245330,0,0.0170116
473363602,526453007,1,0.0201936
2775444691,3531005395,1,0.0257461
608266671,3298858332,1,0.0190595
2145879674,1674653626,1,0.0259822
2634525873,1321094107,0,0.0206677
773771101,1524954188,1,0.023714
3646941396,1939109143,1,0.024222
2817382258,3180751108,0,0.0200332
3383392815,1553824263,0,0.0197834
2338188591,55100703,0,0.0182685
994074917,3116674285,0,0.0173923
1855239421,2821771823,0,0.0183955
3175043432,894941737,0,0.0197834
4229780567,410278642,0,0.0185224
2747629552,2953854057,1,0.021682
695635050,2612930502,1,0.0227337
3013329430,3214335571,1,0.0243758
633323416,4277929901,0,0.0233126
4198023932,4282244778,0,0.0235664
2689659302,2749105804,0,0.0153739
883665563,3834478504,1,0.0234779
3273552883,2265140389,1,0.02219
1013301658,959814291,0,0.0176421
2738139650,3179350464,0,0.0136093
3899839780,1610074605,1,0.0247657
1523796236,82121019,0,0.015247
2936319893,4265879232,0,0.0173883
3155062639,3997571643,0,0.0207906
1502472120,3416460053,0,0.0185224
3635661090,1823251078,1,0.0207016
2460882392,391564887,1,0.0222257
2359953087,1243900236,0,0.0156236
3902644953,1592108356,1,0.0224618
1395652850,1346371682,1,0.018634
3206476219,3949839850,1,0.0276244
1964688445,3909769880,1,0.0208197
2981794510,3802191923,1,0.0214458
3851609918,3159449231,0,0.0209175
1566382306,1243785005,1,0.0208197
3611019226,1332481826,1,0.0244582
1774178447,449315977,0,0.0158734
3727649295,1043393827,0,0.0196565
2668435267,693475153,1,0.0213277
3890403225,689914010,1,0.0228161
1173710237,1739991439,1,0.024104
2729843418,4036329642,1,0.0203117
448431592,352615142,0,0.0163811
2759659911,3063359547,1,0.0217177
2365008551,2325915807,0,0.0185224
4287834941,92011460,1,0.0259822
1576863825,3569793379,1,0.0223438
448196606,1245042514,1,0.0255923
1318884129,2294066922,0,0.017769
3594221810,2628537346,0,0.0171344
327758528,2628220999,1,0.0192133
4222537600,1440130219,0,0.020287
2691755372,2539208941,1,0.0212096
2528796383,1836982432,1,0.0239502
777034373,2489497786,1,0.0194494
1471527589,4207675273,1,0.023714
2946033561,3705685924,1,0.023206
2929866631,4113602009,1,0.0229699
4171640777,602005765,0,0.0172614
2879105334,1912696534,0,0.0185224
2857519785,1232783678,0,0.017769
2430923596,1543523973,1,0.0186696
3022504991,434849610,0,0.0181457
4156128784,1660254794,0,0.020287
1515514449,633150253,1,0.0217177
3728987940,1596959706,1,0.0250019
3097286547,3223960778,0,0.0178919
2125952207,3441686182,0,0.0224283
1282171720,1752410640,0,0.0147434
2664251038,880209833,1,0.0258642
1747902744,3350686922,1,0.0214815
3748899506,2813105319,1,0.0248481
2200782073,3226756922,0,0.0163811
677963150,1122373230,1,0.0200755
93338405,2193008758,1,0.0188233
4116171226,1072294313,0,0.0226821
2941207379,801796030,1,0.025628
609695675,1399219241,0,0.0178919
816349088,1955371577,1,0.0200755
4049670063,2377877121,1,0.0225799
1967973653,2626767971,0,0.0168847
2068883268,2472769933,0,0.0182726
4252599162,371458720,1,0.0202761
754521493,3729279085,0,0.0175152
3003129171,2563361515,1,0.0204655
2205846657,3300366187,0,0.0185264
3419900589,3568551454,1,0.024222
720299781,3950570293,0,0.0211713
2679490567,1103382352,1,0.0199218
2698688492,619764747,1,0.0220719
1834694745,4290636267,1,0.0270339
1207101186,1312967165,1,0.0218357
93187306,1630359445,1,0.0218357
2963463741,1379197950,0,0.0199103
298751988,423512083,1,0.0209378
1577864835,3144616460,1,0.0205836
1201891465,708479078,0,0.015247
3669099222,1346885421,0,0.0176421
2639843556,1870308556,0,0.0189031
2798678619,30782543,0,0.0175152
3645401362,2723523258,1,0.0199575
2825964486,2988902067,1,0.0207016
1788561448,3757529002,1,0.0235135
2859172762,334838605,1,0.0228518
2149749541,2487714440,1,0.0155391
4270829268,3608576350,1,0.0249662
1531544982,2544020127,0,0.0189031
3518323999,1456222251,1,0.022698
984345147,3411213306,0,0.022809
3443970661,945567763,1,0.0203117
979559663,3820775988,0,0.0197834
346208981,2614485996,0,0.0201641
2550458663,2555320751,1,0.0204655
1291630741,3351550348,1,0.0219538
3355509537,1277147376,0,0.0141169
1133001566,1989463496,0,0.0176421
3756330050,1783973533,0,0.0181457
527080188,3873949416,1,0.0252381
3404133609,1350531907,1,0.0247301
3262436298,2782322284,1,0.0233598
648076774,1656565713,0,0.0194067
4179762481,2462468328,0,0.0157506
2066731065,4282963174,0,0.0210444
3575081505,1393327705,0,0.0176421
1506161857,1485997520,1,0.0185515
1715021705,3298071765,0,0.0163811
1543048308,3338203844,0,0.0192798
1969974108,925368002,1,0.0252381
538210859,2923231105,1,0.0197213
3987557027,253215064,1,0.0220719
2852175890,1698215605,0,0.0147474
461653551,3294359446,1,0.0221076
1465210647,4113422346,1,0.0230879
1442892911,3298089867,0,0.0171385
1573783893,84948219,0,0.0162542
24222498,1133718810,0,0.0148703
3599642449,906624043,0,0.0186493
1310347982,2465206170,0,0.0170116
2794759075,3468207803,0,0.0195336
1648815193,2975992060,1,0.0201936
2824651111,677361558,1,0.0222257
820648797,3168065710,1,0.0228518
2673014292,245804218,1,0.0224618
1954949394,1246764044,1,0.0162833
2457603195,1246225514,1,0.0213277
2257644923,1150142840,1,0.0214458
3381509518,1750516308,1,0.0215639
320397106,1989386284,0,0.0163811
1062746311,1752961818,0,0.0173883
3060642030,994149532,1,0.02219
4122560807,2592830632,1,0.0225799
3692963767,3786493799,1,0.0247301
415657063,2599064482,1,0.0212096
2545587479,4170024919,1,0.024612
2614218694,770782273,1,0.022698
3258232872,7066022,0,0.0137362
2017626250,2426297386,0,0.0143667
962619959,1632212605,1,0.0212096
2491299180,2225727489,0,0.0154967
2889209127,1905144190,1,0.0229699
1074288214,2169288099,0,0.0138631
1138452682,1228589398,0,0.0175152
188659093,2589022752,0,0.0161272
1769894827,1415453069,1,0.0238321
4120932051,1436224646,1,0.0220719
1890022137,583178505,1,0.0205479
1967007269,522660445,0,0.0187762
324455945,3308837951,0,0.0183995
2987065056,1548081007,0,0.0200372
3058355627,2652364384,0,0.0197834
4294122036,171590594,0,0.017638
2569941913,1609650223,0,0.0194067
2376208025,3652800882,0,0.017769
3934567426,653504991,1,0.0219895
951324334,1551565402,0,0.0170116
797962414,461650567,1,0.022698
3787336394,1576803461,1,0.0229699
120527441,638261795,1,0.0185515
3792543566,2822696346,1,0.0234779
916389960,2257817976,1,0.0183153
2374873645,3052237474,0,0.0194067
3163317488,900694790,0,0.0170116
3564050647,1772259935,1,0.0230879
219814172,3814011332,0,0.0155008
3444397795,804080163,1,0.0235959
1209212796,4219482259,1,0.0201936
455024674,1125563626,0,0.0161313
627168438,3109217978,0,0.0189031
94911770,935226600,0,0.0185264
20237006,2545652593,1,0.0214815
435745436,625863572,0,0.0186493
4106546217,1157234419,1,0.0243758
953781940,393705130,0,0.0200372
2368683920,2052162987,1,0.0224618
3994762652,1128729009,0,0.0177649
3991152400,393631432,0,0.0176421
2902096166,4254072700,1,0.02766
2889104130,1983568022,0,0.0172654
2218391834,1687618724,0,0.0151201
3185963043,625931963,1,0.024612
1174838280,24715863,0,0.0132326
3026728,3381472546,0,0.0143667
3000156136,3146957626,1,0.024222
1120628881,2040759855,0,0.0172654
4057951859,446351069,1,0.0261003
1647216131,2630792826,1,0.0208554
2844831753,1421909266,0,0.0131057
4258677841,3341045688,1,0.0224618
1602458800,1909008354,1,0.0212096
528882106,3293870870,0,0.0175152
1531972738,1042555281,0,0.0131057
96890872,712010332,1,0.0214458
3787666229,3008269253,0,0.0187762
711145805,654201476,0,0.0170116
1882981232,568894403,1,0.0183153
4020606264,3817362151,1,0.0230879
1630776905,3204847811,0,0.0170116
4132649723,2946961880,0,0.0212942
2943474200,2239092387,0,0.0192798
4089094881,3948311634,1,0.0235959
189322844,1416592958,1,0.0226156
2991682446,3243891019,0,0.0181457
1060934596,145002392,0,0.0161272
2619130087,1905911304,0,0.0163811
2735877604,262815368,0,0.016508
1660048008,2930013054,0,0.0185264
989112895,3150717798,1,0.024222
1280177420,3424909220,1,0.0217177
3427751876,877406108,0,0.0173883
2798514126,3871052321,1,0.0249662
47392802,2256265015,0,0.0182766
3362707817,2553131964,1,0.0229699
2124492328,736207271,1,0.0212096
2549972415,2840166654,0,0.0220475
2087440096,2726761453,1,0.0230879
3405597804,2538407931,1,0.024612
3506805076,4287447436,0,0.0172654
1199350452,2839116016,0,0.0181457
1122833990,3250072239,1,0.0205836
1059804476,2305157382,0,0.0178919
3592919875,837070998,1,0.0214458
4153718299,1960147494,1,0.024222
915227936,1747976576,0,0.0104567
2431771287,3190192298,0,0.0187762
1687227285,126756451,1,0.0189414
3008533041,3309436059,1,0.0210916
3349184076,1926974808,0,0.0187762
915044988,2865676839,0,0.0186493
1174931729,1267943304,1,0.015811
3953860039,3079445927,1,0.0258642
300436338,3234786734,1,0.0215996
2810735881,211877953,0,0.0114639
4114085482,3337675276,1,0.0239502
187091139,3646881083,0,0.0204179
