operands_A,operands_B,sel,switching_power
2882593489,3496941675,1,0.0218357
2491428088,3615466707,0,0.0192838
518622690,3707975621,0,0.0192798
1170812955,4286190625,1,0.0204655
4129469215,333052720,1,0.0235959
294768103,3217772509,1,0.0253918
3544132289,2723626214,1,0.0229699
2833831511,3402175503,0,0.0173883
1175782502,374904992,0,0.0124752
3627043478,2643459051,1,0.0235135
3962596409,3180175391,0,0.0182726
3846888353,1539551535,1,0.0234779
2446564706,716198094,1,0.0203117
1062529521,3489168117,1,0.0267621
302564151,2774578060,1,0.0183153
1219040420,2490975294,1,0.0181973
2761022342,3275384497,0,0.0176421
4020865076,920125252,1,0.0238678
3240904101,4004311488,1,0.0204655
3751171914,4091909831,1,0.0257461
2566865548,607134266,1,0.0187877
2452427590,110115788,1,0.0184334
3652553241,1187012019,0,0.0175152
2031389925,3374234809,1,0.0222257
710118568,2587737172,0,0.0172654
3945048916,1850274650,1,0.0223438
3237965696,45678494,0,0.0199103
2524180672,3819861757,0,0.0214251
1426070932,1025953391,0,0.0175192
3316359945,2467218695,1,0.0201936
3866699005,1930637634,0,0.0177649
698950959,3753073130,0,0.0207946
2877832880,721400475,1,0.0232417
3067742917,4228409163,1,0.0218357
3311859710,2882431586,0,0.0217978
3529512306,1388935384,1,0.0194494
1798347305,3026357758,1,0.0215996
4138169416,1328004145,0,0.0192798
2932835046,1269333412,1,0.0230879
825727267,3453774933,0,0.0189031
421822714,1587705454,1,0.0203474
1968693277,4249900774,0,0.0199103
1231605995,3819894769,0,0.0214251
844430178,2439160492,1,0.0203117
822381421,591965346,1,0.0179254
51162197,2214672369,1,0.0178073
3487913470,342120318,1,0.0255923
909114452,313247429,0,0.0185224
3586012659,4126049286,1,0.0249662
2101705249,890308031,1,0.0213277
3188839771,3561136944,0,0.0166308
2840256323,961516182,0,0.0186493
2288841192,1394499258,1,0.0222257
2507507985,2406603875,1,0.0215996
1839219848,796332648,0,0.0156277
2045670752,2516476061,1,0.024104
2167980088,1765830837,0,0.0132326
2337984975,277335953,0,0.0178919
187743000,2337109867,1,0.0214815
245397489,3624835143,0,0.0168847
3795369298,2839341025,1,0.0228518
2720771792,935398246,1,0.0207016
3642604120,830326192,0,0.0186493
3586868040,2924066608,0,0.0176421
3662989820,3043925696,0,0.0197834
1722919594,2194554524,0,0.0181457
3079483694,2763818956,0,0.0186493
1567824554,2803517824,0,0.0161272
2961979934,1631605902,0,0.0139859
3051538768,602125612,0,0.0176421
1931938880,2719119629,0,0.0142398
1760169796,1410064904,1,0.0180435
1914570024,1116331340,0,0.0148703
1698297814,3337124934,1,0.0243401
1817151044,644109561,1,0.0200755
4074665932,796472732,0,0.0219247
2781457829,249359521,0,0.0186493
1940334315,2630710465,1,0.023714
4168580012,2324516658,0,0.0200332
884112371,2087195362,0,0.0183955
3978030744,1465574315,1,0.0252381
3174968360,2807349605,0,0.0175152
1268688566,2620966154,1,0.0215639
983302642,1993633192,0,0.017769
1880243990,391747410,1,0.0205836
1897948698,1684621934,0,0.0155008
711764339,1477890849,1,0.0203117
2612137878,1044561056,1,0.0214458
3136589238,1344808011,1,0.020666
1632562156,3709122186,1,0.0230879
3335506869,1184193866,1,0.0238321
1472046972,2996557603,0,0.0219247
1933235373,3429783834,0,0.0191529
626025383,3492808828,1,0.0180435
3978428871,2117759060,1,0.0205836
1913078871,2042973423,0,0.01903
1133412513,4138642155,0,0.0187802
1567527993,705442371,1,0.0199218
274613227,1529465983,1,0.0227337
1946539805,1132451131,1,0.0238678
1417680668,4238246264,1,0.0192133
1118911000,1704727415,1,0.0198394
2854771199,2721615331,1,0.0225799
1115454818,4276875045,0,0.0225592
1460238730,1033092905,0,0.0195336
2435208967,3553476528,1,0.0226156
3097967764,390318756,1,0.0208197
3194496882,570197240,1,0.0219538
1694255028,1785399817,0,0.0167578
639259434,2395956057,0,0.0178959
2643043075,1992752704,1,0.0210916
4138437294,3170677465,0,0.0221785
931658578,605291341,1,0.020666
2718631708,3864011986,0,0.0142398
4047935569,1840959083,0,0.0196605
4159479954,110874916,0,0.0167578
599227289,1260940532,1,0.023206
305441402,428358186,1,0.0185515
1998091166,2365809103,0,0.0185224
3618770122,1700558076,0,0.0194067
3256207645,3723220997,1,0.0215996
182789363,3265144878,0,0.0163811
2620377559,1599125329,0,0.020287
3858125916,2391196863,1,0.0235959
531029308,298979574,0,0.0177649
149569967,3797693056,1,0.0185515
2232555203,4198258179,0,0.0161313
1526872708,1510041838,1,0.0183153
3970237185,3566035099,1,0.0188233
658310845,3762376151,1,0.0219538
3032205298,506750016,0,0.0170075
1903895453,1234110372,1,0.0220719
1652345508,993779674,0,0.0214251
510794336,990539978,0,0.0153739
1324701989,3564325390,0,0.0180188
1801113142,3277367757,1,0.0230879
1549521757,227408859,0,0.0221785
3682476621,1585414364,0,0.0204139
2995307537,697246958,1,0.0187053
2120832237,1707375504,1,0.023206
2572250194,1878363103,1,0.0241396
17437023,118608797,0,0.0149972
3028226704,1834100346,1,0.0212096
424661471,700667887,0,0.021548
3702909716,3566250931,1,0.0230879
449254326,2243130512,0,0.0168847
3846254520,2985111233,1,0.0223438
2981184271,471104286,1,0.0207016
229047098,2200944624,1,0.024612
2983671618,507033040,1,0.0219538
3047850771,661401972,0,0.0170116
2166387019,2688104313,0,0.0156277
2105840440,2068254446,1,0.0227337
1206859384,3525073184,1,0.021682
3692246533,1339884533,1,0.0221076
1370681347,1358832769,0,0.0147434
1323047594,3333037566,0,0.0200372
2834733700,271523227,0,0.0170116
1161735268,3878527829,1,0.0222257
624684107,363078373,1,0.0209378
2387605393,667000732,0,0.020287
761250909,3634335496,1,0.0230879
2791644443,762607731,0,0.0187762
2619206299,1851003155,1,0.0215639
2421223408,2709677087,1,0.0196856
2742130553,4006476480,1,0.024612
2021903659,62459050,1,0.0203117
2188945371,2956133253,1,0.0204298
4094267752,905278642,0,0.0178959
2434143075,3420108743,1,0.0224975
1705933521,2621290691,1,0.0235959
2320076346,987394458,1,0.0210916
279333083,2828697071,1,0.0219895
36270933,2606991198,1,0.0209735
1773596604,3223785206,0,0.0200332
4061251787,93795394,1,0.0191776
4110963129,236405033,0,0.0151201
1874134494,1536905777,0,0.0196565
137512192,2203128272,0,0.0104608
3711658192,2954499563,0,0.0180188
2189213002,3863110589,0,0.0187762
3915346293,3979643666,0,0.0195296
1958798420,250340822,0,0.0185264
2636544212,1158210438,0,0.0156236
2706408940,3690240857,1,0.0219895
1944576549,859072278,0,0.0185224
1228310736,2404971795,0,0.0167618
2658337252,3685581168,1,0.0212096
2846730544,1048725921,1,0.0196856
1314485339,3966862551,0,0.0192798
4074113080,1170170718,1,0.0221076
3410684755,1627948761,0,0.0166308
219610731,2912504290,1,0.0230879
4286092058,3451644828,0,0.022809
1313979350,312936581,1,0.0205479
5352964,2269824239,1,0.0179611
92870363,3412040588,0,0.01903
3463491612,2397206812,0,0.0171385
153774040,2628201433,0,0.0183995
3904934442,2938241132,0,0.0136093
3458154589,919051129,0,0.0200372
383945035,2612424633,1,0.0231236
3166879916,3328710301,1,0.0200755
4114009013,182751932,1,0.0233241
3076646483,1773296296,0,0.0185224
608258465,2364544385,1,0.0160471
3566250280,460689118,1,0.0208554
3896488118,2060252048,0,0.0197834
2131602360,962989719,1,0.023714
241501343,4212240820,1,0.0210916
3171957305,1237657743,1,0.0201936
2518030665,2248937886,0,0.0141129
2645177595,3716393396,0,0.020287
100113928,3962650527,1,0.0232417
921358750,3996803524,1,0.0230879
1320015759,3595836956,0,0.0195296
1545704222,1643241454,0,0.020291
3736021595,753059896,0,0.0182685
420936968,294806110,1,0.0190595
3945883589,2188638444,1,0.0235959
1226386121,1566141528,0,0.0166349
4029313580,3892664253,0,0.017769
4146683943,2658789955,1,0.0228518
2875095900,3273371526,1,0.0248481
3991908179,1037101162,0,0.0216709
3685770299,397882875,0,0.0218018
3441934196,1848927700,0,0.0201601
744405173,1022928038,1,0.0224618
1578858990,291212033,1,0.0223081
2725583416,1345353095,1,0.0190595
752487743,3666952440,0,0.0173883
912434479,2083040117,0,0.0187762
200979409,821805837,1,0.0230879
2305536937,2187822859,0,0.0173883
3964755405,2159482637,1,0.0220719
2410315464,2868097261,0,0.0210444
3989627661,3233782377,0,0.0197834
3217215601,2203750869,0,0.0180188
2190631953,1491800120,1,0.0165551
14114308,2347442891,0,0.0167618
1530865561,534965620,1,0.0252381
1443798068,427539811,1,0.0221076
2698660513,1680194041,0,0.0172654
3849704694,172158134,0,0.0188991
626393322,1605135156,0,0.0173923
2307285633,2751913327,1,0.0192133
3082444713,324954464,1,0.0239502
2858915674,3774657718,0,0.0204139
4233893112,3003873465,0,0.0192798
3197680570,624943284,0,0.0201601
791343803,1357397764,1,0.02219
1363130596,4273495283,0,0.0218018
1569507171,1416721491,0,0.0180188
1754351874,2878229541,1,0.0175712
1094125601,4051519087,0,0.0176461
3198288601,2991328770,0,0.0144895
3431669670,1506732431,1,0.0239859
657357621,432131020,0,0.0185224
2920573575,919209668,0,0.0157506
2952521728,42964180,0,0.0167578
1538600771,1075883315,0,0.0160003
2609055630,2647670241,1,0.0217177
604920090,1889470361,1,0.0193314
3089610316,1287410639,0,0.0194067
3076682757,666908214,1,0.0201936
4270475424,537634850,0,0.0127249
679847805,263969832,0,0.0187762
3861328385,3277159037,0,0.0185264
710080092,2133863201,1,0.0213277
3393256357,2021285401,1,0.0223438
408704659,3697161722,1,0.0226156
1020837606,2876383255,1,0.022698
2715272150,2181275887,0,0.0172614
2746837852,221033949,1,0.0235959
1425229986,3338742717,1,0.0205836
1473605398,3579873067,1,0.023206
3166974486,2548734595,1,0.0210916
1093193407,3509007095,1,0.0228518
831728372,1763632362,1,0.0217177
1654238171,876982990,0,0.0185224
2344252110,2712185133,0,0.0178919
3364047656,2654395702,0,0.0180228
1985174785,2561120965,1,0.0212096
1701419203,2594014262,0,0.0170116
2509355530,333695391,1,0.0215996
1239351559,611582783,1,0.0195675
3202495520,2941237607,1,0.0231236
1447601070,2058214645,0,0.0207946
4130669235,269667150,0,0.0156236
1094871163,2261149115,0,0.0172654
854135926,290926268,0,0.0176421
3449035557,510039841,0,0.0170116
23946972,827099398,0,0.0144895
518002870,2172437493,1,0.0210916
947424272,3930617,1,0.0192133
2565542025,3054645163,1,0.0204655
1233112816,2783906002,0,0.0196565
2105607510,67876259,1,0.0190595
558365453,3846787564,0,0.0181457
1251222435,513701606,1,0.0214815
3846008585,2615053270,1,0.02512
4244352511,3796285915,0,0.0244427
872782936,3066101935,1,0.0183153
2302094872,3971084638,0,0.01903
1777058633,3796915710,0,0.0192798
3769882301,3442787939,0,0.0196565
1488936192,2758270974,0,0.0214251
4191360606,2815722057,0,0.0183955
2178986893,3150598993,1,0.0210916
1815201269,1248463729,0,0.0173883
3016818527,1412945394,1,0.0266083
3557693586,3029481624,0,0.0142398
1093009590,1098307517,0,0.0170156
2437916019,24577834,0,0.0167578
3977169852,613515533,1,0.020666
981349251,2599318911,1,0.0255099
976608560,381045980,0,0.0181457
3634431544,3174194755,1,0.0198394
2068722509,4168250347,0,0.0216749
1925068272,1710939887,1,0.026644
2636653403,1900006104,0,0.0189031
2542610553,1572327216,0,0.0200372
293805483,2881262477,1,0.0215996
1141021247,3979960947,0,0.0178959
936351458,1155402531,0,0.0183955
1421267028,1919018247,1,0.0200755
2080495669,1737765269,1,0.0200755
3014033043,3386829837,1,0.0247301
1612575317,2656343085,1,0.0207016
3379206690,433353574,0,0.0171385
1996099112,82364571,0,0.0162542
60049762,2964805675,1,0.0187053
3699221481,2199612728,1,0.0238321
154680238,265513275,1,0.0222257
3668047940,607798107,1,0.0201936
764745627,129933837,1,0.0219538
2652461286,2975346600,1,0.0213277
4276580987,1575042930,1,0.0277425
1027262239,3615941511,0,0.0209175
2796781107,3065539772,0,0.0209175
3343323059,2012994401,1,0.026136
399076703,2463542873,0,0.020287
4075371427,1764495919,0,0.0183955
3730219396,1776508628,1,0.0222257
2223537149,174286970,0,0.0173883
2229364154,2365022067,1,0.0237497
1773469026,126691206,0,0.0178919
2362366054,192187862,0,0.0181457
2265205258,1150191751,0,0.0126021
3482732360,2944743306,0,0.0187762
1475479472,1629949044,0,0.0162542
3485128256,1312779845,1,0.0234779
3562309416,1019673965,1,0.0219895
1064857525,1251121075,0,0.0206637
373876962,3819476932,0,0.0166349
2477831059,2775608789,0,0.0187762
3266523968,3330196355,0,0.0172654
883316684,2769281214,1,0.0223438
3486907433,1101780494,1,0.0238321
3500428678,2529367588,0,0.0147434
82032688,2350587902,1,0.0208554
3373140515,1728869106,1,0.0193314
2858044102,3410581227,1,0.0222257
809007988,2481734190,1,0.0207016
3243444435,2767205869,1,0.0204655
1036704050,3639751859,1,0.0229699
1072792059,4208928646,1,0.0263722
1353457685,4092600884,0,0.0144936
2196957604,1136629389,1,0.0222257
35742989,1450939956,1,0.0185872
564907928,3694420415,0,0.0194067
2582609575,2807077396,1,0.0240683
571865308,636400510,0,0.0201641
2198120553,1326248323,0,0.0149972
1132367894,3478060646,0,0.020291
3683373290,3705974816,0,0.0172614
3462841259,4060644034,1,0.0205479
1774840978,2318416749,0,0.0175152
2173091516,4155618174,1,0.0248838
4012701297,99364000,0,0.017638
1486149578,1326450927,1,0.0208197
822785000,1574670218,0,0.01903
2338041679,2037616836,0,0.0195296
2409196948,4223229997,1,0.0234779
3500825583,1298925839,1,0.022698
3630992355,2454586599,1,0.0214458
2878240933,2739272273,0,0.0186493
1998989758,4116816018,0,0.0178919
3082998755,1964680243,1,0.023206
238524380,101871847,1,0.0215639
4161420879,2425335630,0,0.0192798
3278820067,3026356512,0,0.0160003
1739709067,3777782792,1,0.0205479
3575702736,2650546487,1,0.0209735
2339963495,165634726,1,0.0212096
3035436880,515714299,1,0.0238678
404834765,2719934716,1,0.0198394
405254649,665674859,0,0.0187762
1743016931,4288684996,1,0.0230879
3431503654,364695025,0,0.0183995
4188191699,1298952473,1,0.0238321
2718191336,2273786810,0,0.0173923
905355898,1978993675,0,0.0191529
3080190832,1885061786,0,0.0200332
204968375,2613951304,0,0.0194067
1443419088,449920341,0,0.0166349
3372577202,154017773,1,0.0210916
1655671656,2505763347,0,0.0181457
1082535243,2787962351,0,0.0186533
3375626740,959269263,1,0.023714
581106117,1687437498,1,0.0191776
585330754,4182300376,1,0.0198394
567200667,2749911668,0,0.0180188
4191803392,2060533297,1,0.0217177
2229531555,4174828693,0,0.0199103
315220353,1890928285,0,0.0161313
1566366002,1702454920,0,0.0180188
1890350071,1235140085,0,0.0221785
2765492661,756064445,0,0.0157506
1182043295,4114276878,0,0.0187762
1215915405,1739160287,1,0.0237497
1301519441,1492813600,1,0.0201936
1683109264,4190240796,0,0.0136093
2549851393,692491792,0,0.0154967
2068689400,1668541930,1,0.0257461
505817554,3347852669,0,0.0183995
3024059943,1056899391,0,0.0226821
3713613029,1038017935,1,0.0262541
1390940886,2035077776,1,0.0195675
1820640717,1186839546,0,0.0207946
268224337,3076385914,0,0.0223054
2578003133,1323728762,1,0.0250019
4029546849,4236889703,0,0.0180228
3345956440,3363083074,1,0.02219
230290526,2157640991,0,0.0197834
3674025874,2049450411,0,0.0188991
1812212714,59766942,0,0.017769
1913168614,3636458772,1,0.0214815
4060151674,596336531,0,0.0197834
2117009804,819833155,0,0.0170116
4016654364,3493573955,0,0.0181457
1529954934,3127537941,1,0.0212096
222726738,4175223364,1,0.0198394
2252881129,1906265754,0,0.0183995
1545902098,1570546958,1,0.0187053
4151604856,3722684935,1,0.0253562
240654816,2839881880,0,0.0136093
1730734160,1284847762,1,0.0184334
198985025,3323595138,1,0.0174174
1551638459,1615384246,0,0.0188991
4225101847,3326222868,0,0.016377
1773692923,2291261996,1,0.0223081
3205231789,2404532057,0,0.0214211
3219067354,2684557459,0,0.0168806
813755181,2520338652,1,0.0194494
840635943,2836494891,0,0.016508
3763990038,1087104594,0,0.0168847
173589935,1956634340,1,0.0232417
3262336935,2215486467,0,0.0153698
2124359215,3870520783,0,0.0233126
1813386290,760701312,1,0.0178073
2036652337,623603050,1,0.0218357
1722868897,25450551,1,0.0180435
29729021,980964434,0,0.0158775
1357319111,3666380611,1,0.0208197
1467532615,3310573067,1,0.0219538
2590111731,2345021603,1,0.0233241
410345802,119707865,0,0.0147434
4258351618,288520703,0,0.0189031
1089914898,2146203690,0,0.0180228
2422326160,201514837,1,0.0176892
2501361815,326718646,0,0.0176421
2912856198,1699493523,1,0.0213277
2663763989,2616722088,1,0.0201936
671554584,1924060523,1,0.0196032
717683727,907451862,0,0.0192798
4163247069,75782631,1,0.0215639
1945205045,1706536327,1,0.0252381
2984541586,1122950968,0,0.0199103
3390176434,1931165106,0,0.0194067
904833232,1066322567,0,0.0194067
3559722532,1133775501,0,0.0141129
3268314595,50881425,0,0.0143626
3429186323,79219467,1,0.0203117
3682865549,3028009836,0,0.0183995
2260909741,3755524082,0,0.0230628
2427577780,3146234948,0,0.0182726
150744079,3105711764,0,0.0171385
4221901729,3137677951,0,0.0204139
3026272472,1267857001,0,0.0167618
3246493303,2534042986,0,0.0176421
2550977021,1767687329,1,0.0208197
3502598047,2595448402,1,0.0230879
145128502,881019813,0,0.0158775
3937776092,2310763880,0,0.020287
2080932463,2698933263,1,0.0205836
1630176524,3359536952,1,0.0192133
3732429443,2377938972,1,0.0224618
1166144082,3521282586,0,0.0147434
857117862,1037157716,0,0.0171385
1109224967,1760740163,0,0.016508
3825472501,4025330955,1,0.0231236
569384428,4176333195,0,0.0195336
3320851057,2164105292,1,0.0196856
3160294580,396518998,0,0.0175152
1784654648,1764145415,1,0.0225799
4152392060,3919420370,0,0.0210444
797470738,1105533364,0,0.0148703
2712812711,2715341953,1,0.0203117
1415739567,1289490585,1,0.0203117
1719912534,1465749435,0,0.020291
2091633908,1074906833,0,0.0165039
1924289055,424020687,0,0.0168847
2548812967,3349596368,1,0.0238321
2609084765,3065128297,0,0.0191529
3950134570,3143653155,1,0.0218357
944603003,1990353697,0,0.0188991
4263529799,143241255,0,0.0149931
941122971,3408519259,0,0.0171385
3524873629,2071601098,0,0.0206677
2380987587,520655333,0,0.0183955
3002837893,1489102791,0,0.020287
8435191,2861955356,0,0.0172654
2325606040,2449702860,1,0.0224618
448709152,2978628291,0,0.0147434
340336622,2019180828,0,0.0162542
3031103292,1663730779,1,0.022698
3652626704,1375643011,1,0.0217177
24995611,1952783356,0,0.0194067
597808050,1015980919,1,0.0222257
1237991736,2138049613,1,0.0193314
155776342,2717007398,1,0.0205836
464045271,1046528810,0,0.0168847
2925324901,3278559436,1,0.0230879
1193296113,4009605574,1,0.0217533
1871557562,2108521830,1,0.0268802
994215267,4280001949,1,0.0231236
1604507834,600925608,1,0.0220719
1486599246,620744595,0,0.0206677
3261020678,3446992821,0,0.0207946
2301072941,3271762424,1,0.0196856
4089720542,3068832828,0,0.0209175
1595987796,2089156052,1,0.0233598
938746920,1932220405,1,0.0226156
3607948450,925973959,0,0.0194067
1345188321,605257513,1,0.0207016
3921033227,2606218568,1,0.0228518
37292259,3539742754,1,0.0176892
4092813261,2703736178,1,0.0267264
2374108910,2100232374,0,0.0171385
2634716442,1710518882,1,0.0205836
2822008239,2109306563,1,0.0244939
4261116521,4045617562,0,0.0216709
3305108344,3362455170,0,0.0206637
3395521128,89348723,1,0.0200755
1057667994,475778814,0,0.0216749
74906839,2391461214,1,0.0235959
2209788650,3625377992,1,0.0209378
733752640,2257302568,0,0.015247
3005708222,633516731,1,0.0249662
2274850857,3279329479,1,0.0223438
1531570929,595466477,1,0.0235959
2454294416,1467745788,1,0.0209735
2081226410,3244227305,0,0.0210444
4152065580,4173867729,0,0.0205368
4065594344,2707695914,1,0.0191776
2313570014,2580068113,0,0.0180188
2031897941,2121988574,1,0.0253918
2369882193,843604584,1,0.0161652
2215735904,4243013343,0,0.0201682
1081873461,1762230941,0,0.0142398
2879269347,1584733971,0,0.0204139
2787418188,2218219270,1,0.0176892
852218866,3953920571,0,0.0197834
452183696,3801604680,1,0.0207016
1953782773,1470777500,1,0.023206
2903292945,2363440023,0,0.0196605
1581903646,388594492,1,0.024222
4123691771,3070953206,1,0.0248481
1266802879,861355264,1,0.0208197
21957459,2733550210,1,0.0194494
3952439518,2474613668,1,0.0252381
1191398378,1101491144,1,0.0207016
2055214323,3787079972,0,0.015247
3731134321,4165970812,1,0.02512
3168561090,1677547910,0,0.0204139
2118663482,2463891067,0,0.0224323
3100402887,1508826776,0,0.0200372
3754555384,3247717604,1,0.0252024
3159615465,2178935501,0,0.0220516
1575215986,4153502773,0,0.0209175
3871523328,3416113234,1,0.0181973
1994151714,1257008499,0,0.0199103
873556129,168415538,1,0.0161652
151768509,2213284682,0,0.0168847
3852622652,1442060727,0,0.0199103
3785764048,2150930849,1,0.0180435
2036614299,955709625,1,0.0227337
1619137698,2895992881,0,0.01399
3182906030,4196256237,0,0.0226821
2563093406,1495748771,1,0.0214458
18254280,3693095471,1,0.0170631
3971174989,2989276398,1,0.0234779
1684974760,2129166031,0,0.0214251
4253304217,2269077195,1,0.0238678
3916354834,1355496911,0,0.0199103
1192566405,3174005251,1,0.0215996
3697890158,2767250544,0,0.0178919
3165175019,3888060782,0,0.022809
857824992,2545881779,1,0.0221076
3469878916,902890121,1,0.0185515
1516653112,2324870501,1,0.0200755
1807520467,2341548630,0,0.0178919
2104827753,3627527710,0,0.0214211
2648505887,2246933806,0,0.0230588
3737812963,1552898076,0,0.0205368
780665004,4026083744,0,0.0163851
797376176,3632445939,0,0.0197834
391298271,3818757412,1,0.024222
4282174297,2150308476,0,0.0187721
4056920559,3041139225,1,0.0240683
521514385,1491935717,1,0.0218357
3192239599,1474555487,0,0.0244467
2214932939,2772181989,0,0.0161313
1829758749,1214970748,0,0.0209175
214782809,4131222172,0,0.0195336
3031210073,3805114467,0,0.0176421
3875844895,3512018055,1,0.0214458
49024349,189962049,1,0.0190595
2881181739,3885449523,1,0.0235959
1726990454,409207793,1,0.021682
2357316676,3397879164,0,0.0156277
4207432546,2308753078,0,0.0181457
3881074366,228548981,0,0.0212942
2069192502,2527520938,0,0.0201601
2251674042,3840365711,0,0.0194067
703007956,95584443,0,0.0157506
2885337932,2232906798,0,0.0185224
1624848148,1474847987,1,0.0215996
1900665116,300126299,1,0.0201936
2911126670,3234371902,0,0.0153739
1929343215,847596487,1,0.0250843
1894205124,95432120,1,0.0196856
2556327713,1710461804,0,0.0194067
3062855607,1243810038,1,0.0240683
103770995,3758547074,1,0.0194138
3295927118,336509839,0,0.0191529
3995925597,2075141186,1,0.0228161
759931838,3884124798,1,0.0235959
338093279,4271186276,1,0.0218357
4286800570,2001835423,0,0.021548
1092004495,1279700644,1,0.0195675
3313335373,3187591120,1,0.0262541
2526637068,437574255,0,0.0171385
408831678,3539527117,1,0.0233598
2791264009,2101253233,1,0.0234779
813628263,2549668690,1,0.0258642
1826795328,2199215284,1,0.0201936
3407676168,3261708426,0,0.0148703
435016077,3063746398,0,0.0205408
3362471855,4175068526,0,0.0233126
1785339640,3911764080,1,0.0209378
1386003115,2906266865,0,0.0192798
2314971342,1926972032,1,0.0215639
1391037372,3525575159,0,0.0173883
3936016805,1944215201,1,0.0235959
1384541418,1092756476,0,0.0157506
2557514603,3445017830,0,0.0189031
3514574788,2611292666,1,0.0228518
727505513,2122896900,0,0.0173883
1681072224,1590339236,1,0.0180792
825513796,2714444170,1,0.0184334
2264886602,1503568451,0,0.019026
4174350316,2225563815,0,0.0195296
2844021621,3977157730,0,0.0176421
1270300534,3372986269,1,0.0259822
2487327194,3926863336,1,0.0210916
3708059696,2883354617,1,0.0216352
2985529093,303661052,0,0.0199103
2636494718,3517493246,1,0.0263722
2903783705,1341481522,0,0.017769
3972913052,3617020316,0,0.0220516
4273357719,2586955307,1,0.0243401
4261461852,1440429944,1,0.024612
2391193025,1990114361,1,0.0227337
2150948858,1523391457,0,0.0192798
818509764,3370180794,1,0.0201936
1986323475,4068627668,0,0.0163811
2414499226,2211164140,0,0.0210444
1701145442,1303633539,1,0.0228518
975627409,1414712791,0,0.017769
2327262256,2297523507,1,0.0205836
3133714290,2852019161,1,0.025628
2844581615,3091483823,0,0.0195296
2758225743,3780130389,0,0.0178919
185852046,215929923,1,0.0194494
945619589,1499168175,0,0.0192838
3737777298,3128795255,0,0.0210444
2824176628,2237401915,1,0.0207016
730736404,375272345,1,0.0205836
2322107884,1340676999,1,0.0222257
3445754170,652435796,1,0.0195675
2797344225,654305706,0,0.0206677
1535539811,2438374151,1,0.0214458
2332171994,251889966,0,0.015247
1163915699,4146640986,1,0.024222
1011840742,829413044,1,0.0247301
2725473589,3868451338,1,0.0219538
2711873742,369681483,1,0.0198037
3340063088,1376485815,1,0.0195675
731731219,2151898270,1,0.0203117
3248727515,2286867073,0,0.0161272
276360932,288088587,1,0.0196856
643577115,3119633686,1,0.0222257
170571614,624490125,1,0.0218357
1403184334,1461346072,0,0.0181457
2265649191,1335257494,1,0.0198394
2719094906,1403738870,1,0.0208554
2036709796,2771283196,1,0.0234779
1064469339,1587822766,0,0.0178919
2474328475,3048445503,0,0.0211713
2317042029,3532414195,1,0.0210916
2947321453,337258154,0,0.0171344
806624082,3921635806,0,0.0194107
2876011721,1350736056,0,0.0154967
2125564135,3853558562,0,0.0178919
796772357,4138398744,0,0.0187762
2186385398,3864332429,0,0.0168847
3894923349,868347220,0,0.0176421
1031100341,861516678,0,0.0201601
4076276168,3520601609,1,0.0214458
3475104734,3552795825,1,0.024222
3723350987,773685556,1,0.0240683
3372501452,1109809830,1,0.0178073
2364591867,1071581379,1,0.0247301
596012266,1824592976,0,0.0144895
686656025,1963668904,0,0.016508
2656729442,1147743548,0,0.0173883
2410988240,3017881967,1,0.0227337
3182730696,3114368905,1,0.024104
4080882224,1692100536,0,0.0194067
544250238,819911252,0,0.0171385
3132940497,3669470281,1,0.0234779
1739025642,2949830442,1,0.0252381
3620259445,732383094,0,0.0204139
4103452523,3931387405,0,0.0195296
4200296425,2983479232,1,0.0245763
1489660828,2368640599,0,0.0187762
1855133270,2623971619,0,0.0168847
2628320539,3530675839,1,0.02512
2444385257,1219389317,0,0.0180188
1432650969,3328756421,0,0.016508
2707213141,661710637,0,0.0187762
470545476,372687033,1,0.0189414
4093708598,3655352226,0,0.0167618
3815289849,990703948,1,0.023206
3907806775,3592585421,1,0.0215639
400708400,1054393,1,0.0170275
1753957677,4221678722,0,0.0171385
3121391593,815568099,0,0.0173883
1954461720,2590510783,1,0.0223438
3953078618,2280107306,0,0.0209175
2763635938,1854615132,1,0.0229699
908309946,4066114979,0,0.0218018
3141460430,953068250,0,0.0207906
867480264,2514991790,1,0.0232417
2730520919,2950041081,1,0.0226156
3520236016,432904029,1,0.0222257
3048292305,2488427137,0,0.0165039
478449806,1571459609,1,0.0181973
1161280872,2592282922,0,0.0167578
2896729709,1810215987,1,0.0228518
856241586,2652015908,1,0.0190595
2180807882,2648065389,1,0.0234779
564240878,373407562,0,0.016508
884837302,1787244974,0,0.0191529
170615844,1562045247,0,0.0181497
2371023331,647384608,0,0.0161272
894069660,814654598,0,0.0156236
3667271067,527216512,1,0.0230879
2366418397,4182207902,1,0.0244939
2312474542,1421048978,0,0.0191529
1944841111,4077690881,0,0.0180147
3981063670,4250015235,0,0.019026
668844400,88788513,1,0.0198037
1007381056,3042150862,1,0.0198394
332097057,1128161053,1,0.0215996
3519166303,2627599840,0,0.0210444
1495231895,1712668188,0,0.019026
2059767697,3364968996,0,0.0161272
957902607,3505247662,0,0.0200372
2687642991,85130024,0,0.0157506
1468636461,1039371560,1,0.0229699
3152320345,2848935071,1,0.0252381
1699048968,4111141133,1,0.0189414
1647176046,407300274,0,0.0167578
357555482,2311415095,1,0.0224618
3872589121,44652871,0,0.015247
4016667463,3546590468,1,0.0239502
4133621460,628491438,1,0.0208197
