operands_A,operands_B,opcode,switching_power
2748715848,3831476094,ALU_ADD,0.28741
3286306687,1835882901,ALU_COPY_B,0.318475
975898722,355190753,ALU_SLTU,0.22710100000000005
2592402691,2499082887,ALU_ADD,0.291633
168652436,1186096429,ALU_XXX,0.28744699999999995
2550671367,2663355009,ALU_SUB,0.154361
3758252285,3432161581,ALU_AND,0.236123
2423058628,1315058646,ALU_SUB,0.252459
924394263,2686631725,ALU_OR,0.288526
3580722870,793350440,ALU_SRL,0.246179
3011300534,3160376016,ALU_SLTU,0.23605900000000002
3783968232,2633866496,ALU_XXX,0.184859
1756508170,175566704,ALU_SLT,0.178116
2387421845,278185574,ALU_AND,0.236772
2288751564,3562813920,ALU_SLTU,0.17840899999999998
1369873227,4241703949,ALU_SUB,0.30014
2282746424,176537458,ALU_AND,0.229575
2097570609,1069539513,ALU_OR,0.296006
2731541075,2140302912,ALU_SLL,0.15268900000000002
526288925,784986494,ALU_SRL,0.302399
2356354553,3661220474,ALU_SLT,0.311187
3662175345,234017208,ALU_SLT,0.2276
4140802290,3886742101,ALU_OR,0.33031
3514804188,42625061,ALU_SLT,0.291678
3391869771,4123484980,ALU_XXX,0.255979
2088093916,2225215820,ALU_OR,0.261172
3779568829,2041607499,ALU_SLL,0.328362
1051573623,3901046342,ALU_SLL,0.320802
148216197,3740571867,ALU_SUB,0.318808
246087881,2743449808,ALU_OR,0.192952
2197317971,499310348,ALU_COPY_B,0.242058
1415298378,776058325,ALU_ADD,0.300146
4066812325,362326714,ALU_SLT,0.265784
3968660572,2482345718,ALU_AND,0.291613
746877520,3098966609,ALU_XOR,0.235593
672678017,4290070221,ALU_SLT,0.221905
2694708992,929038331,ALU_ADD,0.314725
3178718336,4203787560,ALU_SUB,0.217769
903177028,1610527686,ALU_SLT,0.29037399999999997
3578312871,3522706105,ALU_SRA,0.291883
1788968267,1908063783,ALU_XOR,0.346023
3488143675,2735195748,ALU_COPY_B,0.240803
360103870,2647575533,ALU_SRA,0.363227
3729495989,2515924135,ALU_OR,0.373155
753326449,3903355012,ALU_SUB,0.22524699999999998
1501592133,1671198309,ALU_COPY_B,0.25915900000000003
2403187372,4060917332,ALU_SLTU,0.256801
3382034851,2875466772,ALU_ADD,0.199013
2668112514,494828550,ALU_OR,0.24365799999999999
4116313786,3926008071,ALU_COPY_B,0.335022
402944007,385642080,ALU_SRA,0.11839100000000001
633683984,4111026633,ALU_SRL,0.212562
2109231814,2158318811,ALU_SLL,0.349088
3579072533,1982951593,ALU_SLT,0.247654
1524248430,390122023,ALU_SRA,0.342779
2674975564,4280426041,ALU_SRL,0.299887
664759720,996403574,ALU_OR,0.33247899999999997
15547798,1896845488,ALU_XXX,0.218104
3948537858,2798999230,ALU_OR,0.293958
3021558173,691535972,ALU_SUB,0.171035
2256298763,444785831,ALU_SRA,0.284945
2112838856,4155267017,ALU_SRL,0.332199
1421277114,2483509152,ALU_XOR,0.212067
3547232159,3643621366,ALU_COPY_B,0.348931
2700417236,975582452,ALU_SLT,0.232156
47358536,629586248,ALU_XXX,0.188607
1009997800,1491467065,ALU_OR,0.324548
2648114505,440723521,ALU_ADD,0.222779
2491471459,848101935,ALU_SUB,0.29284699999999997
1382324448,3551364046,ALU_SUB,0.27364
1021153882,2883933669,ALU_AND,0.29284299999999996
1544053682,2660445727,ALU_SLL,0.334146
1944609195,2947076498,ALU_SRA,0.267878
2469366420,2490714437,ALU_SLT,0.270156
2316548272,3600400891,ALU_SLL,0.318619
3538404392,2725071108,ALU_SRL,0.211306
1932312276,882157301,ALU_SRL,0.321965
3515356592,2003494919,ALU_XXX,0.292862
771682722,3015022551,ALU_ADD,0.372868
3818308921,1027523131,ALU_OR,0.354827
2925954993,1246615097,ALU_SLTU,0.304352
1209077668,2400621686,ALU_XXX,0.256858
41376529,399456640,ALU_AND,0.172403
445912820,3802766910,ALU_SLTU,0.30275100000000005
928816579,160634719,ALU_SRL,0.374785
851247922,3299844573,ALU_AND,0.29786
1340605454,2050669646,ALU_SLTU,0.276361
2655161090,476063858,ALU_AND,0.204627
276335163,2696420726,ALU_XXX,0.274883
2133311326,2756528925,ALU_SLT,0.36092
985225301,3928677749,ALU_SRL,0.31861999999999996
3019619891,2768006890,ALU_SUB,0.320732
1232154794,2987588230,ALU_SLT,0.24889099999999997
1621111860,2112350023,ALU_ADD,0.258362
2788237635,4063138786,ALU_COPY_B,0.212939
2774829160,2812363354,ALU_SRA,0.24699
419833922,4108586282,ALU_SLTU,0.21091
3809538751,1471582189,ALU_COPY_B,0.312675
2867841645,3077668762,ALU_SRL,0.310594
142622914,2960808906,ALU_SUB,0.186972
2390401857,2999967510,ALU_SRL,0.28581999999999996
494572742,2256789626,ALU_SLL,0.292547
1750252597,2769742980,ALU_OR,0.22819899999999999
1848277160,327847212,ALU_AND,0.232324
1975253004,771173465,ALU_SLTU,0.306002
4077462440,2292343353,ALU_ADD,0.237578
3681283482,2090581482,ALU_SUB,0.32098000000000004
1707369912,1543568898,ALU_SRL,0.224866
4076371515,3095679404,ALU_COPY_B,0.269408
604515048,2706139394,ALU_SLL,0.184464
2037991530,1672673169,ALU_SUB,0.272369
2897577214,361067634,ALU_XOR,0.273189
3156088125,760690803,ALU_XOR,0.30737800000000004
304881225,1056521369,ALU_OR,0.28343
1315188429,1506910862,ALU_OR,0.308874
325301853,1146946038,ALU_XXX,0.30334
3522377139,1800219489,ALU_OR,0.281136
3204817348,887108542,ALU_AND,0.280222
742717705,910035826,ALU_SRL,0.227421
2415597694,622602998,ALU_AND,0.313677
263684923,2887073335,ALU_SLTU,0.352677
15822032,2104868488,ALU_COPY_B,0.222549
1822210504,2180592782,ALU_COPY_B,0.298142
3982842600,1895162040,ALU_SLTU,0.249312
4253562897,1493676270,ALU_ADD,0.250672
4168316560,1045597856,ALU_ADD,0.184468
3044019655,3177447215,ALU_SLL,0.370626
4094971072,3175768307,ALU_SRL,0.271695
2981288888,2804501366,ALU_SLT,0.312909
1611980340,574046928,ALU_SRA,0.173611
1238438348,1157192062,ALU_OR,0.310919
3536385188,370159036,ALU_OR,0.247882
3265140895,895322368,ALU_SRA,0.155904
645282205,1236474706,ALU_SRA,0.272745
2736240301,1801040993,ALU_SUB,0.254173
848944494,1651410917,ALU_OR,0.311301
3159679730,2902919579,ALU_AND,0.325015
2462056022,2809866526,ALU_OR,0.343041
3700071597,4268745032,ALU_SRL,0.223034
3376035804,2752499057,ALU_SRA,0.277219
2651309285,895015728,ALU_XOR,0.200516
2038251989,1738483727,ALU_SRL,0.364213
2681410636,691432132,ALU_ADD,0.21062399999999998
759504008,4209863678,ALU_SRL,0.293349
2351308306,2814992818,ALU_OR,0.23261700000000002
4001384545,1423820686,ALU_AND,0.245639
1588069866,1874636309,ALU_ADD,0.29601700000000003
3447384088,3132580308,ALU_SLT,0.251789
3658104720,2543129132,ALU_XXX,0.243454
2480422895,43064526,ALU_XOR,0.316417
3691878232,3761560758,ALU_OR,0.285907
1065355894,2330136577,ALU_XXX,0.212899
206133443,3533718412,ALU_XXX,0.218675
1899629892,2488882489,ALU_SLT,0.271921
3728388382,591201075,ALU_OR,0.321436
1112048687,771188327,ALU_XOR,0.274223
1547862025,4240820516,ALU_SLL,0.175655
3942853469,1751052062,ALU_SLT,0.305034
2940024704,3006564315,ALU_SLT,0.343518
2460054168,2031802242,ALU_ADD,0.201345
4194150714,3567998815,ALU_SLTU,0.392969
151406841,2232286638,ALU_SRL,0.270072
4096410566,4122479128,ALU_SLTU,0.209439
1970373245,2763778287,ALU_XOR,0.364991
3382083255,3711586964,ALU_COPY_B,0.26766799999999996
2748243219,1163163372,ALU_XOR,0.254684
3511529397,3782477754,ALU_OR,0.296704
4040621407,3124454108,ALU_SRA,0.29067600000000005
284274465,1952484183,ALU_SLL,0.329868
1538461910,1328852511,ALU_SLL,0.376571
882990058,4034852043,ALU_SRA,0.334029
2190428451,2614427147,ALU_XOR,0.283699
3024921780,4081235440,ALU_AND,0.189574
3762962586,2698493586,ALU_COPY_B,0.208803
1261321079,4160330353,ALU_AND,0.306377
2021049344,2426413779,ALU_XXX,0.255762
1905856923,768196969,ALU_SRL,0.259684
3296296193,3137378750,ALU_OR,0.274728
1789904548,3537784445,ALU_SRA,0.337542
3536918707,1319581608,ALU_SUB,0.206429
2284006237,3616940409,ALU_ADD,0.256103
631700988,2009151333,ALU_SLL,0.337494
4175041567,1529481272,ALU_SLT,0.22453
1341862693,4114537013,ALU_SLT,0.330671
3279377761,2654666742,ALU_COPY_B,0.312846
3774635818,4285492992,ALU_XXX,0.224268
667883990,3595717358,ALU_AND,0.32084
3027946718,99138957,ALU_SLL,0.33584899999999995
25960603,2667603445,ALU_XXX,0.24117
3741122191,2268156940,ALU_SUB,0.28052
3742785667,3411124599,ALU_SLL,0.327142
1771555790,2577318556,ALU_SRL,0.28444
4198719580,486163005,ALU_SUB,0.290597
2508725646,2142873635,ALU_AND,0.268199
868887848,3924240005,ALU_SRL,0.28079
349936374,4161275461,ALU_XXX,0.29088400000000003
905377812,473357435,ALU_SLT,0.344376
2481660159,2962656325,ALU_SLT,0.281531
95625678,2036253453,ALU_OR,0.297584
3576599014,3398545867,ALU_SLT,0.333273
346281296,1287697704,ALU_SRL,0.206188
1342633639,300275384,ALU_AND,0.211487
2282566342,337969899,ALU_OR,0.269348
2641837851,3687697103,ALU_XXX,0.403265
2600330399,3796519298,ALU_XOR,0.250845
2546670416,2827453268,ALU_SUB,0.231028
2471564552,1096573019,ALU_XXX,0.29511
2538570966,3325074853,ALU_AND,0.274944
784728133,1754141842,ALU_ADD,0.199995
1918964320,1333374232,ALU_COPY_B,0.202974
1360832560,2358019043,ALU_AND,0.236973
546356459,68115832,ALU_SLT,0.220182
1535713076,2647266500,ALU_SRL,0.226302
1790912128,4273794380,ALU_AND,0.257261
1363384265,3037034697,ALU_AND,0.264669
1622796045,1499900466,ALU_OR,0.264153
3510072968,2001919513,ALU_ADD,0.280876
809711913,2044671601,ALU_XOR,0.236717
3253208007,2851323189,ALU_COPY_B,0.274624
2057980965,3896165845,ALU_SLL,0.309999
28097930,1584658809,ALU_SLT,0.29002
2879802828,684142285,ALU_SRA,0.31766
513243,3550088964,ALU_SRL,0.17742
298073955,1591223773,ALU_XOR,0.307044
3430258210,3044521119,ALU_XOR,0.351718
2970509011,2480521955,ALU_SLL,0.304626
976545723,4218685376,ALU_ADD,0.198474
257628182,2679524772,ALU_OR,0.23672
2165290559,3231530263,ALU_XOR,0.31548400000000004
959315443,133721717,ALU_COPY_B,0.345218
1761671096,3575564051,ALU_SRL,0.289687
3810267422,1236456606,ALU_SLT,0.28285
1190195575,2535579503,ALU_SLL,0.389705
3237938488,2778816990,ALU_SUB,0.279512
3949868956,2436344126,ALU_SRL,0.335907
3347403687,3842803411,ALU_SLL,0.324945
582443446,1923192804,ALU_SRL,0.230035
504644780,2296292787,ALU_SLTU,0.283555
1710058706,1779927099,ALU_ADD,0.340144
641585288,4105604282,ALU_SLL,0.279439
1682336054,4276701042,ALU_XOR,0.245662
1841404466,3102767256,ALU_XOR,0.227607
3595861536,2497093324,ALU_SRA,0.2397320000000001
3571620907,4009643008,ALU_XOR,0.176603
2576703460,3584705623,ALU_SLL,0.358747
1656386626,3943753021,ALU_COPY_B,0.301217
3989475714,868744590,ALU_SLTU,0.298567
2852468147,448941273,ALU_AND,0.267472
2942921539,1779759540,ALU_SLTU,0.25604499999999997
2005265828,3386424053,ALU_XXX,0.333577
164092830,1595513056,ALU_ADD,0.183746
1954381971,3971909580,ALU_ADD,0.236961
2944065136,4187538669,ALU_XXX,0.356196
673102260,3491613317,ALU_COPY_B,0.269896
3566480604,1822777009,ALU_COPY_B,0.271809
1013195575,3249597435,ALU_SRA,0.320015
1667408831,76273220,ALU_SLTU,0.215085
3585199611,383621786,ALU_COPY_B,0.32310700000000003
3995599722,841797045,ALU_SUB,0.270771
3679030501,506498138,ALU_SUB,0.282979
810279305,2003919831,ALU_OR,0.312608
1013690592,3146081072,ALU_SUB,0.203759
4071315846,2675789454,ALU_ADD,0.296969
3788557398,2259971611,ALU_AND,0.316836
651352866,1112666711,ALU_ADD,0.33121300000000004
1263498805,3797630040,ALU_SLT,0.252859
2262899670,409789375,ALU_XOR,0.355111
1557246656,3746748841,ALU_SLL,0.291758
655679620,3078784918,ALU_SRL,0.246806
4245444722,2461967205,ALU_SRA,0.259735
1564791835,1650671899,ALU_SLT,0.314268
2386667821,3033961585,ALU_SLL,0.254855
340258633,615386982,ALU_OR,0.264897
4285951008,564232468,ALU_SLL,0.24594
1922116969,4079049282,ALU_XXX,0.243531
3896623556,3699527111,ALU_SRA,0.266332
19953577,2627712174,ALU_SLTU,0.272556
1720857162,1462075907,ALU_SLL,0.271241
986638137,2169945874,ALU_ADD,0.27258499999999997
3368756731,847574608,ALU_COPY_B,0.213427
3164864405,4146631787,ALU_SRA,0.341988
958659679,1062125467,ALU_XOR,0.363464
404290866,866408377,ALU_SLL,0.280642
451679088,1272750970,ALU_SUB,0.292902
1655458994,531165876,ALU_OR,0.25117
1496067072,3307406608,ALU_COPY_B,0.162156
2642709599,1331027336,ALU_COPY_B,0.22023
310508782,3532302316,ALU_OR,0.262129
2738189641,2001684273,ALU_XXX,0.292267
642353097,1832643672,ALU_SUB,0.222002
1549357621,1154238883,ALU_OR,0.285169
3579611600,3801409644,ALU_SRA,0.222598
2373268868,3924834149,ALU_SRA,0.279974
3710420585,3603159740,ALU_SLTU,0.258172
721058670,3628195028,ALU_XXX,0.286933
195127325,1667017066,ALU_ADD,0.230901
4091368706,2185431698,ALU_XOR,0.241965
3107754465,474302042,ALU_SUB,0.27157
1793221831,2630121395,ALU_SRL,0.328418
4197088410,3484405008,ALU_COPY_B,0.22862
771443976,1672570133,ALU_SRA,0.298108
389741879,3244021948,ALU_AND,0.291823
1066653862,1449472146,ALU_SRL,0.27169299999999996
1413101849,1396696858,ALU_SLTU,0.270721
126264733,44710037,ALU_SLT,0.278812
3124093643,2982188472,ALU_XOR,0.225976
1276050243,3556664457,ALU_SRL,0.264171
2880365326,1129073098,ALU_SLL,0.276346
4137934146,1153157375,ALU_SLTU,0.36938000000000004
1278282948,1052545908,ALU_SRL,0.223809
1212031919,2305624536,ALU_SLL,0.239891
3896515719,1043170002,ALU_SUB,0.203557
3834166899,84983453,ALU_AND,0.304046
3218457553,2721080557,ALU_SUB,0.314788
3566163433,1926161099,ALU_SLTU,0.343331
224598578,778936650,ALU_AND,0.249954
1659450373,1091698775,ALU_XXX,0.29683400000000004
2870704714,1703966435,ALU_COPY_B,0.303605
903005876,2934393622,ALU_XXX,0.319866
121917601,2610043520,ALU_SLTU,0.136929
345538948,402309384,ALU_AND,0.162275
1755679372,330791946,ALU_ADD,0.228775
3778494550,2517001853,ALU_COPY_B,0.279512
299002785,80597759,ALU_SLT,0.349687
939761245,1548890592,ALU_SLL,0.179463
2526964701,2178079674,ALU_XOR,0.30338200000000004
1721988270,1821286629,ALU_SRL,0.296012
2573418352,878810785,ALU_AND,0.250789
4095458573,1799789943,ALU_OR,0.343622
4080086652,4079651899,ALU_COPY_B,0.352377
3192658783,3006956711,ALU_ADD,0.32200100000000004
3157871180,1372559518,ALU_OR,0.301692
2143009673,2912394243,ALU_SUB,0.341918
2424868803,2825730736,ALU_SRA,0.174776
1722217277,2240172168,ALU_SLTU,0.21489699999999998
533193048,181206055,ALU_COPY_B,0.333389
3054751349,696279026,ALU_SLTU,0.263239
1767324155,3760120983,ALU_SLT,0.368093
3515177816,4042455500,ALU_SLT,0.243623
1187333129,3955445029,ALU_AND,0.2373
4053904450,1339397150,ALU_SUB,0.284027
1157933408,3582833499,ALU_COPY_B,0.297687
4250854438,3746406424,ALU_AND,0.245679
2863648105,2771982143,ALU_XOR,0.377974
3089921862,1126454291,ALU_SRA,0.285122
749433412,3330519057,ALU_SLL,0.261128
3425843830,3850822382,ALU_SRA,0.29218299999999997
1968836971,497648529,ALU_ADD,0.260191
3165508,2901793824,ALU_SUB,0.134022
2294004910,2317325765,ALU_COPY_B,0.299404
717945741,986769960,ALU_XXX,0.238823
3450509428,3853688305,ALU_OR,0.297712
2889607632,3177394194,ALU_COPY_B,0.255245
4042149902,1187750429,ALU_COPY_B,0.276194
4042129617,3471274197,ALU_XXX,0.290932
3061036201,331805348,ALU_SLTU,0.236416
2552990818,1293694702,ALU_OR,0.278868
1211277340,3978554884,ALU_XOR,0.1738
3698892644,3919145943,ALU_SRA,0.359367
2008068807,260676205,ALU_SLT,0.325013
986988870,13766298,ALU_XOR,0.242639
110221763,671573685,ALU_SLL,0.286057
191636583,1866899837,ALU_XOR,0.312834
3025215058,3880617220,ALU_SLT,0.202067
1550419674,1857862864,ALU_SRL,0.227368
3213707623,3225176582,ALU_SLTU,0.267025
3437008865,352012798,ALU_XOR,0.329248
415983539,2708557379,ALU_OR,0.305384
2800206036,1257365215,ALU_SRA,0.354633
1157526664,4080614881,ALU_XXX,0.264878
194530587,2061269925,ALU_SLT,0.279256
3774911309,3870081225,ALU_SLL,0.223871
2446319918,4245811191,ALU_XXX,0.358011
656093670,952034031,ALU_SLL,0.372338
3207609495,2233365620,ALU_SRA,0.251512
1414627079,4097408730,ALU_XOR,0.279976
249995602,2853471795,ALU_XOR,0.299365
2697396808,2851759481,ALU_AND,0.224321
1684303754,2980351188,ALU_XXX,0.244589
4269848052,3538203908,ALU_SRL,0.229791
3788457465,3106880139,ALU_SLTU,0.338292
3285307238,98693754,ALU_OR,0.311265
1327962000,500418809,ALU_SUB,0.291066
3683330934,3733392265,ALU_OR,0.310362
1769208715,1132801078,ALU_AND,0.294732
61203374,1861280902,ALU_ADD,0.259186
1424846705,4269364216,ALU_COPY_B,0.282281
4147086520,1094818808,ALU_OR,0.246047
57947350,3831923416,ALU_XXX,0.242642
850236745,4207321731,ALU_SRA,0.293628
1983219343,924617566,ALU_ADD,0.308292
3405546374,1162909131,ALU_SLTU,0.310154
1391124518,1781203714,ALU_OR,0.209829
1059451164,1935408545,ALU_XOR,0.255621
3429767101,1718334693,ALU_SLL,0.317012
3548360807,1929442421,ALU_COPY_B,0.308662
168987298,1668888305,ALU_SRL,0.24178400000000005
2581586302,770458059,ALU_SLTU,0.355903
908793541,4236015672,ALU_SUB,0.228674
1351982193,4164167709,ALU_AND,0.282152
3001400000,2173878564,ALU_XOR,0.197452
2856141333,1959897758,ALU_SRL,0.269955
1573091975,3516325755,ALU_XOR,0.357648
3814001893,3733494121,ALU_SRL,0.280362
