input,switching_power
1486571234,0.0174798
237967284,0.0192817
3797159678,0.0217535
4219605932,0.0158629
976382190,0.014985
1633426486,0.0186733
523379919,0.019694999999999997
1539309675,0.018283
711770475,0.0170829
3553757280,0.0209703
585370535,0.017393799999999997
2260101319,0.0127518
1738527765,0.0221109
2509931054,0.014357
2105323276,0.0157709
308045020,0.008331100000000001
1492164935,0.0172958
3523332949,0.0203866
658404857,0.015087999999999999
2223086789,0.0170072
2385156134,0.0171048
2091701740,0.013225799999999998
116986636,0.015808100000000002
3746598370,0.0190954
3555127156,0.019709
4119829769,0.017888499999999998
1701164632,0.0151923
511430675,0.0140316
1408069290,0.010890200000000001
263665991,0.017321400000000004
1906538720,0.015885200000000002
4134104021,0.0115408
1436155837,0.0189974
3010831652,0.0127518
820993096,0.0127508
174636830,0.015287899999999997
2792197121,0.018349200000000003
2314943970,0.016229499999999997
412745044,0.014305700000000001
1598480328,0.014846000000000003
3663545370,0.019119900000000002
619710071,0.0117195
1116812883,0.0140477
1036360333,0.0159145
4142752412,0.017475499999999998
2993414751,0.0183671
3848220065,0.0129892
2274297657,0.0218566
3509632048,0.0153326
1061348952,0.014525299999999996
3652982749,0.020298300000000002
1411489934,0.0153233
753196713,0.020361900000000002
168282008,0.0111906
207444218,0.013746200000000002
894859225,0.016183600000000003
2139978008,0.016455599999999997
1906329010,0.0124101
1041332950,0.0131161
889738660,0.015229
2801563400,0.0134721
1507192921,0.0157719
105495706,0.0162649
4187895293,0.0184201
3857444264,0.0190041
242479467,0.0181262
1064366160,0.013878299999999998
1768698926,0.0196086
589563533,0.018718000000000002
1441348805,0.0158549
192781314,0.015594299999999997
1740782018,0.0145341
2054583310,0.0148886
1360215948,0.0151403
4292353085,0.0173761
2663458849,0.018612
2891317539,0.018600099999999998
2535010625,0.0150839
495567726,0.0210032
4258959655,0.019589
408428765,0.014264500000000001
21694263,0.0134744
1936064760,0.0161905
876427241,0.0170393
1192330625,0.0161395
1824519676,0.0169315
673035000,0.013346100000000001
2354077225,0.0194528
1684686042,0.0148046
1533205806,0.0165745
3540490824,0.014462299999999999
3220775531,0.0187301
1094901259,0.012922799999999998
1729855101,0.0173545
1004507556,0.013874000000000001
2209394436,0.0165878
100554255,0.012058200000000002
3142170449,0.0159763
2955966931,0.0196922
1987721147,0.0193391
1681100345,0.012312100000000001
4038667430,0.0160106
3267951532,0.020052
3007652803,0.016419200000000002
4213365390,0.0169588
2132545103,0.0172805
446281667,0.016255600000000002
235299713,0.0188891
4098281062,0.0115549
3510975333,0.0194487
592362823,0.016917500000000002
3792848062,0.0163723
3635769841,0.0207812
2633132285,0.0182584
1757513162,0.019440400000000004
3794971902,0.0212176
317743521,0.0185804
2044881274,0.0129045
1527369345,0.020954499999999997
121586572,0.014332
2854304691,0.0153423
4089474312,0.0170396
457832496,0.017672200000000002
218086392,0.0121899
3199689342,0.0187767
1301936404,0.0158098
4139972968,0.019228400000000003
460472772,0.0162736
266487329,0.018116099999999996
19723326,0.0159842
4000408733,0.011193600000000001
3859607177,0.0193627
2840345784,0.017133900000000004
1902614498,0.013908000000000002
3759496203,0.0215828
2788346126,0.0183611
4213250898,0.014136700000000004
4238540712,0.0168486
3528145467,0.018896400000000004
3241911366,0.0166721
4141805500,0.012494100000000001
433588817,0.0172726
4072648981,0.0162379
4020538472,0.013371100000000002
1170763145,0.017778799999999997
336489477,0.0184804
3469448298,0.0174588
1185390504,0.0155023
1653933814,0.019253
1878180703,0.0162023
3240530401,0.013933000000000001
1218001162,0.00924838
1397835304,0.020322
4206898376,0.0161269
16863545,0.0149106
1622562272,0.016374200000000002
3299514368,0.0183327
3021378011,0.0138208
3259622939,0.0193083
659578953,0.0196137
453784423,0.0180365
2524931797,0.020506
2728064492,0.0158693
3094733206,0.0191943
2011759727,0.0191885
2106031390,0.0112635
1076714116,0.017084799999999997
2055230196,0.014183700000000004
23611470,0.0106462
4238751170,0.0156886
1809161478,0.013088800000000001
2951335897,0.0200343
2589519806,0.0178694
1327071412,0.016777599999999997
1280550728,0.014156799999999999
395383193,0.0174618
4252073717,0.0204451
3990990146,0.015606899999999996
1970900607,0.015292700000000003
1821584549,0.0160879
2774293094,0.0187435
3021883886,0.014580700000000004
4134199438,0.0166632
2926798958,0.0192048
3323966167,0.0208802
2451718502,0.0172712
3401609825,0.014278
379474558,0.0195471
3471089071,0.0140094
2182584631,0.0152053
3200856650,0.012862700000000001
1688338538,0.0169692
3445006410,0.0129917
252067892,0.0146141
1714701500,0.014753
3485365719,0.0215805
1412623229,0.0162069
3428018824,0.0134251
1058056981,0.013553
2521859439,0.0174278
1160804681,0.0116181
2590378485,0.0182695
1469149484,0.016966099999999998
2245783291,0.0177109
784566545,0.019108299999999998
87660241,0.0125152
37548037,0.015286000000000001
1293632834,0.017450099999999996
2034811440,0.011596200000000001
2388951154,0.0160903
919630605,0.015718799999999998
3376405889,0.0190954
3461398038,0.0157686
3082205244,0.0130858
1365127437,0.0200863
1617210115,0.0145463
1319982118,0.0152733
521415955,0.0155966
1816296997,0.018444400000000003
1194397056,0.017320500000000003
1660158192,0.013818
3827121334,0.0172759
1172882035,0.0144041
2106598881,0.014141
1768826149,0.0175418
1458370853,0.016931900000000003
3841360025,0.014374600000000001
2234912404,0.0163912
3793441751,0.020356299999999997
993996725,0.020421900000000003
2481882828,0.0136289
566628703,0.0187487
1098019394,0.012922799999999998
633448257,0.0176745
3354019820,0.014357
3175914557,0.0209689
865577012,0.017406900000000003
1996812813,0.016534200000000002
1920481565,0.014599700000000004
609575253,0.017319499999999998
4099363261,0.0167678
841691635,0.0153466
320633327,0.0174208
3905845351,0.016842199999999998
2358388320,0.0159973
3182016731,0.0148893
3223607685,0.018924400000000004
3203999058,0.015220600000000003
2531008413,0.0135511
2490583273,0.0163792
3648227407,0.020249400000000004
3860739495,0.0190954
562542192,0.015151300000000001
3340318242,0.0151383
2167644736,0.0206533
2492836986,0.0186144
995526700,0.017222799999999996
394096442,0.0150029
2474293746,0.021152
1064599848,0.0156696
747248184,0.0167863
3008004360,0.00833343
48273165,0.0145411
3544987442,0.0195247
3291604145,0.015522200000000003
948908008,0.0111166
2669288893,0.0173298
3946525908,0.0195913
4152773929,0.0213119
2250142843,0.0142334
2895395445,0.019668
3809758498,0.0171759
2379915718,0.02093
4230861849,0.014866
2726420197,0.017135900000000003
1824067103,0.015612
2729607264,0.018379200000000002
766094835,0.016528900000000003
883135940,0.013975
1540747880,0.0158163
1402178189,0.014254399999999999
338001026,0.0100193
597728152,0.0176366
47952583,0.0167812
241206317,0.014561000000000001
3042211396,0.0147186
1179200431,0.0127662
2477695434,0.021434900000000003
75636069,0.015657900000000002
3479128384,0.0188044
2168601625,0.0150789
2270578936,0.0188975
1791847520,0.0174845
3170675136,0.019039700000000003
1255314628,0.0171048
4231925063,0.0160386
1037630222,0.015178299999999999
147293190,0.0141061
620814917,0.014367700000000002
3072350884,0.015881
22597201,0.014255799999999999
2657803299,0.0179075
735965506,0.020628200000000003
2463956458,0.018994
1940864580,0.0136607
494028925,0.0140804
1674412115,0.0171392
2266630499,0.017143799999999997
3993025965,0.018702700000000003
2544257930,0.0177488
1535821920,0.015216899999999997
1006745615,0.0162825
2200240814,0.00998338
231939606,0.017306099999999998
3110284056,0.0121345
2823471728,0.0186065
4008884890,0.00969342
450684106,0.0136783
626400321,0.0119071
2900738326,0.0163249
446911247,0.0158973
1712090162,0.0124809
1071941273,0.0152536
1444193816,0.0166808
402620240,0.00903339
712303785,0.0171475
2413981975,0.0169928
2088905805,0.0134108
2436559078,0.0172005
1697025243,0.0175668
1351851853,0.0163645
82178900,0.0115773
3853064987,0.019095400000000002
1680104969,0.0128438
2843115602,0.0162045
1242419565,0.016566499999999998
942547701,0.0183038
3713101842,0.0149683
2925261829,0.0170658
2723701543,0.0187325
1829523899,0.0170482
2930794159,0.017740099999999998
2890323536,0.016917500000000002
2370325329,0.0189857
2831499512,0.017430200000000003
4003318773,0.015446
253479832,0.0173692
799823925,0.0186958
829508671,0.0129935
110818912,0.010395
2953688783,0.020298300000000002
470681617,0.016277899999999998
4132170548,0.0156886
3527236907,0.0223842
2887277687,0.0224647
238865070,0.0119425
3761848902,0.0183435
1646947585,0.0205436
3394282879,0.0177732
3412808166,0.0136227
2255891460,0.015037
414086856,0.0126814
3163056254,0.0168798
3645942422,0.0185524
2512784474,0.017378900000000003
419118371,0.0128271
1254577939,0.021309599999999998
1315333600,0.0171387
356813500,0.014989600000000004
1831071021,0.0120435
113827634,0.015612000000000001
3640088411,0.0127605
1454665229,0.018650999999999997
3630719487,0.019747
1066153476,0.0163634
4145977829,0.020598
1413750746,0.0185014
2348455869,0.0181505
3709658171,0.0170328
3171588615,0.018615400000000004
1881028424,0.0120852
3592523612,0.0194993
1783275034,0.0180185
196457798,0.0187454
469995208,0.0170095
233383437,0.0183708
3308467940,0.016610200000000002
386058071,0.0115052
1411737571,0.018388099999999998
1428822777,0.0177039
3661154148,0.0165908
1195032164,0.0142613
3986273888,0.0193014
3416596050,0.0151982
1045775531,0.018575799999999996
2675717545,0.0230288
1941791943,0.018450400000000002
3076976176,0.0202063
3146460418,0.0155509
616448063,0.013680700000000002
1857626133,0.0186354
87881265,0.0131599
2991017811,0.014775
974946919,0.0191897
2150884380,0.012551799999999998
2557790476,0.0201797
1464144150,0.013332
2509896451,0.0157662
1298284124,0.014572700000000001
3806620561,0.014010299999999998
1075269469,0.0177555
2635197568,0.0199553
1755286149,0.018615400000000004
3374493686,0.0218881
2450067310,0.0143137
1930332619,0.0173851
3209001178,0.010246600000000002
2021318290,0.0110256
164828628,0.0138844
1486756130,0.0164332
4057205858,0.014879399999999997
1996905848,0.016190200000000002
1419230771,0.0152536
2776906774,0.0210953
1117812178,0.0137768
663400042,0.0107595
1307721075,0.015807599999999998
3247431863,0.0189011
4034959135,0.0171275
1774010800,0.0126086
603234419,0.015099600000000001
1008916910,0.0109735
4250426770,0.0152813
4216720606,0.0168905
341134662,0.015003899999999999
2811547286,0.017194499999999998
1679134112,0.017662099999999997
3489240307,0.017656799999999997
3545498797,0.022032200000000002
254929734,0.0176545
2071184339,0.015594299999999997
2895232863,0.0175822
3374344626,0.0213675
108424129,0.0114996
1741560378,0.0165122
1302940313,0.014456
1166289067,0.0160536
27610444,0.0123588
649863271,0.0157862
3947733797,0.0256334
3622659490,0.0172204
4042755249,0.0177488
2948860718,0.016196600000000002
655358303,0.018814700000000004
205528106,0.013184399999999999
2258173072,0.015840700000000003
1975513788,0.020587
2824409466,0.015068000000000003
3254590267,0.018366099999999996
2720647718,0.0193691
1404403014,0.0111159
616425063,0.0143923
899031429,0.014166
2477812577,0.0205934
1772678618,0.0209583
825168869,0.0144817
1774188293,0.0181692
2880588413,0.0143808
3103776575,0.0204563
4068897824,0.0164819
668345306,0.018044
825177886,0.0175576
4154941371,0.016416800000000002
1750969254,0.0177555
2523433107,0.0196127
828506439,0.0137161
1770693992,0.019365
1124343612,0.0165888
2254952062,0.015571000000000003
3271889112,0.016797299999999998
2303575921,0.0185461
1079255782,0.0186335
476530994,0.0169898
882436457,0.016675299999999997
3592471555,0.020413999999999998
263363864,0.017222799999999996
449252334,0.0161439
315360752,0.0160786
2010321664,0.0122311
588852632,0.015013399999999996
2291586633,0.017986099999999998
3531618645,0.0185456
3331182860,0.014319
964885788,0.0170969
59882833,0.0134131
3190314219,0.0155069
867287653,0.0188208
1415795656,0.0198209
1751523689,0.0196146
355022478,0.0139861
2961974237,0.0203327
1030077530,0.0130752
3585981807,0.0189384
387814331,0.015594299999999997
1464524789,0.019105
2140927093,0.0145434
2093466377,0.019115299999999998
2295109426,0.0158629
1700955330,0.014473699999999999
583237563,0.0189834
2145999413,0.018618
1954400102,0.0124965
3975231390,0.0185484
4165079170,0.0149273
1029626984,0.0157862
889618070,0.0104116
3332327874,0.019955700000000003
363470077,0.0162086
1192756974,0.018903
1758887657,0.020938400000000003
164912671,0.014105600000000001
202910486,0.0109869
2279478545,0.020844400000000003
1842737977,0.0214017
3984530232,0.0163792
117244100,0.0122455
3776936163,0.0227727
921042711,0.0132035
175754551,0.018575799999999996
3109218645,0.0151403
3339682588,0.0193083
3783530679,0.0197126
1915317146,0.017839700000000003
3666864725,0.0214425
1480245897,0.015412
2965990641,0.0172071
441126422,0.0134841
2906890335,0.0152359
2946288969,0.0175975
2692007031,0.012594200000000002
783995652,0.0187134
910068849,0.011314200000000002
3023425654,0.0167788
3924902113,0.015944200000000002
1913810549,0.014685299999999997
4093174446,0.0175225
376817834,0.0178452
626742605,0.0182281
2077124049,0.015533400000000001
1732027169,0.0172982
3482920590,0.0138917
1926015498,0.014523
60223979,0.012847399999999998
3991541374,0.0182774
870938452,0.0147874
3239461789,0.0202453
3748761946,0.0211562
2940329927,0.0181775
2052748832,0.015564099999999999
76731067,0.0164759
1626969276,0.0187329
3846907563,0.0190954
1698616992,0.017375400000000003
2231699442,0.017450099999999996
1099642360,0.0142803
4144511323,0.0165135
2100695687,0.0159029
973779414,0.021442
2924287757,0.0209364
1582903046,0.013992700000000002
2459475547,0.0221266
3677440551,0.019224
2633639216,0.020248500000000003
1438365925,0.0192506
3344672786,0.0220722
1207098502,0.0141591
99791635,0.0166912
1751022023,0.0139151
296989745,0.0186168
802242186,0.0116692
265964183,0.0167831
3698610078,0.013819299999999998
1636151080,0.013232299999999995
4161232130,0.0133787
930246341,0.014377000000000001
1226035590,0.014183700000000004
1238303889,0.0155623
2244871441,0.016041299999999998
1255328113,0.0168985
1684882738,0.0164416
2513354787,0.021502900000000002
2585348004,0.015759600000000002
4258114454,0.015334299999999999
548393043,0.0156969
3115971725,0.0202463
407642078,0.0126995
1849068791,0.015418600000000001
1235980482,0.0150393
1311590263,0.0148786
2796643442,0.020083
244543323,0.017143099999999998
2032815498,0.014136700000000004
2416270584,0.016428900000000003
1013372856,0.0162292
2092637902,0.0179098
1308055446,0.0143723
3677833171,0.0206093
842975381,0.016931900000000003
4097761207,0.019834400000000002
4231425952,0.017006200000000003
3369720407,0.0201843
3219770599,0.0194417
2506340524,0.0151916
1274607989,0.0187478
2095098316,0.0152359
3625493879,0.0195936
2524965563,0.0197823
1863069522,0.0164012
3238442550,0.0158586
1351664435,0.0183103
671043813,0.015366999999999999
1030490421,0.0109139
3639678307,0.023113400000000003
3416404058,0.0131424
3612247076,0.0169695
3418290441,0.013987
2426721753,0.0196234
3396307154,0.018757
2647211998,0.0171002
1832586614,0.0173688
3424002545,0.014368
2560622391,0.015691899999999998
806181189,0.011218500000000001
3376109203,0.0184717
1942683810,0.014865999999999999
3461046087,0.015669899999999997
2587333903,0.0213766
2521404066,0.012951400000000002
2668441280,0.014362999999999999
3947131842,0.0180818
1594619361,0.0174757
2876857219,0.0203857
3958796681,0.020684599999999997
856090160,0.00992029
3356029398,0.0178201
1324503620,0.0144713
614806413,0.013680700000000002
1315726027,0.0182161
2495686422,0.0180914
2252428928,0.016062299999999998
1973066588,0.0182937
3172391466,0.019002
202415784,0.0140204
2545303684,0.0176791
1065552237,0.0176588
492354616,0.017505700000000003
4004488014,0.0104573
4107858664,0.0162356
3080206955,0.0128451
2291089811,0.0132231
1164488603,0.016316499999999998
1043080352,0.0110659
2979006199,0.0157909
1672658049,0.017391099999999996
34952020,0.010818600000000001
1353259263,0.019141
99121988,0.0125408
1386624313,0.0183703
19555089,0.013384700000000001
1222114975,0.0149437
2578980427,0.0182625
798315324,0.0178345
109458686,0.014199000000000003
4109726805,0.016852900000000004
2955198142,0.016705200000000003
3021260983,0.0140917
3967706953,0.0215285
1196383611,0.0171137
1170280995,0.0137218
3555785885,0.0213672
3346299816,0.0195169
1374056580,0.0163615
3398737449,0.022557499999999998
4030074591,0.0133381
847493704,0.0189321
2860438369,0.0162059
1295307723,0.0195384
60761965,0.014318
3350687167,0.0194594
2653995888,0.0192093
3510580420,0.011963799999999998
1329993854,0.0182384
1081603036,0.011087799999999998
1323281247,0.016990599999999998
3817049150,0.0140094
2319145729,0.018982
1879599236,0.0197643
3778065118,0.0184601
3643033424,0.017969
1485828932,0.015528299999999997
3676508280,0.016340200000000003
1180142982,0.0123618
1932512899,0.0167075
1195122242,0.0146583
775164877,0.0198321
549860255,0.014713
1396535801,0.018528
2279551514,0.0195114
1013245442,0.014178
2384178339,0.0184225
3240077777,0.019852500000000002
4194283584,0.017194799999999996
1983413127,0.0176445
115519171,0.013099
4085866931,0.015687200000000002
17009774,0.0123636
798904262,0.0147874
2149564755,0.01972
1290369295,0.0164802
1030465572,0.014469
892816943,0.015386600000000004
1526938335,0.0189653
2351422535,0.0177155
3145912129,0.016652200000000002
1630846568,0.0157839
177031017,0.0152151
344819646,0.0160715
3386940489,0.017393799999999997
2877640687,0.0201927
2492508202,0.0145741
2343550645,0.018294
2901816317,0.0161326
3198822542,0.0162423
1763638543,0.0208779
1421960460,0.0124198
1286527151,0.0164719
3816381367,0.0186201
3594145291,0.017469099999999998
1138028877,0.0143098
4125354145,0.0175634
1215451798,0.016833900000000002
1068246564,0.0152633
2081011128,0.00915173
2571277117,0.02186
3545364589,0.0209702
1504507267,0.0165279
3500994560,0.014109700000000001
2699806900,0.0150626
2197544238,0.0178995
3546898727,0.0215736
2802501373,0.0132658
1196901141,0.012928
2114102814,0.011841200000000001
3624335963,0.0206895
38115711,0.0133811
4293179562,0.019419400000000003
561858713,0.0174678
2289089227,0.0159904
3976797471,0.0231278
1179531679,0.019083000000000003
2198467734,0.0197154
513057350,0.0145703
351727817,0.0196258
3508948000,0.0122102
2589613615,0.018886299999999998
2221594116,0.0162045
3391191463,0.0175571
178653716,0.0193804
751434673,0.0182341
276248580,0.0148994
1576240057,0.016451300000000002
3982681830,0.014484
3256918471,0.017010499999999998
1966360551,0.0168841
3091255536,0.017474700000000003
1896645872,0.0172721
188342945,0.014942700000000001
2487421832,0.016096700000000002
3569459340,0.019005599999999997
538790594,0.016684599999999997
2147393698,0.0193427
862298087,0.0144231
2275819503,0.0191317
4075358759,0.020162
1702656516,0.0184057
4145753707,0.0227782
3591725013,0.0185461
2550091810,0.0115819
2422783312,0.0181505
637661266,0.0183313
3655595445,0.0215828
2954152132,0.016281200000000003
116562690,0.013590600000000001
303247138,0.0145434
292279981,0.0165523
3658096166,0.017224700000000003
2141466324,0.0167951
2759023385,0.0189834
1549478197,0.019354800000000002
3647605023,0.0176247
2906911120,0.0122178
171393178,0.015774299999999998
2335027301,0.0177425
143559354,0.0172241
3981356763,0.0208602
3121223880,0.0135131
4075587150,0.0164313
1841663486,0.0172367
1608986725,0.0172945
3402385757,0.0193584
539638984,0.018008700000000002
1696724867,0.0202537
1196287306,0.018541
3850336936,0.0186436
4129563780,0.0178521
4097521591,0.0165889
555841072,0.0135464
3073320209,0.016500599999999997
3323930982,0.0179014
636592340,0.016252799999999998
287856630,0.015341
2661075631,0.0170681
1350119738,0.0157719
4189838950,0.0147517
2016876691,0.0160712
3211573280,0.0164026
3714028287,0.0171183
1954482718,0.017802900000000003
1550609393,0.0158922
2016497095,0.0153646
1529200926,0.013992700000000002
3749656964,0.0217891
2003984226,0.0138151
284529387,0.0173692
1165568381,0.0172057
3366485715,0.0215982
324274580,0.015360299999999999
461664062,0.0136983
2321802929,0.014659700000000001
2634193335,0.0193496
1883374416,0.018725400000000003
1112632058,0.0129968
215272987,0.0177332
2737454091,0.0184005
575025550,0.015003
871879273,0.0175422
2251392456,0.0175444
769971421,0.0183104
3491482609,0.0176388
1313765334,0.0199989
403820970,0.00982168
3970959360,0.0181101
3438345322,0.0192487
1128060660,0.0101853
388231037,0.014161400000000001
1788624397,0.0194301
1886106184,0.013106399999999999
25109964,0.0118695
3635175771,0.021603900000000002
2920211080,0.00944071
298160139,0.0125585
2949939643,0.0204019
2013060788,0.012594200000000002
3991711145,0.017822099999999997
42895313,0.014794299999999996
1249905170,0.013017099999999998
742772800,0.0169607
2520965365,0.017912099999999997
203194297,0.0145434
3655203732,0.019001
2216318534,0.0162045
483722947,0.0183615
2826023427,0.016486599999999997
34709175,0.013858700000000002
957550001,0.0144714
724806667,0.016715200000000003
1150967119,0.016595500000000003
2362728952,0.0185921
1755908239,0.017450200000000003
1993172964,0.0188877
3095427023,0.0167835
1524181083,0.0133587
4179650260,0.0153646
119575624,0.0174125
423489400,0.0135621
3626041260,0.013492
477470847,0.0191385
3220915071,0.012828399999999998
3274999319,0.0214709
1268676654,0.0192023
4183096174,0.0148106
1398482845,0.016430900000000002
2793886548,0.0192991
3225570840,0.0155933
