operands_A,operands_B,opcode,switching_power
1.6511888875886215e+19,1.449722656196963e+19,ALU_AND,0.5972149999999999
4.4527427804896594e+18,6.544182926686616e+18,ALU_AND,0.427311
2.8361971484811167e+18,1.0832356310127454e+19,ALU_AND,0.651308
3.849124835447732e+18,1.3757120074004023e+19,ALU_COPY_B,0.551821
1.844039263063947e+19,1.595007654089275e+19,ALU_XXX,0.384467
5.916354478619665e+17,3.638680624857119e+18,ALU_COPY_B,0.301752
9.563114774368654e+17,1.7302619330574758e+19,ALU_ADD,0.534328
1.538103340657755e+19,1.0382461471012385e+19,ALU_ADD,0.296209
1.488970911214769e+18,1.4963632365622467e+19,ALU_XOR,0.427055
9.262723772187974e+18,1.8021611549862736e+19,ALU_XXX,0.626361
8.842018754768777e+17,5.881593994766215e+18,ALU_SLT,0.486349
1.6482830992834966e+19,1.7956406386027805e+19,ALU_OR,0.491997
3.6978501502545526e+18,3.240394604292382e+18,ALU_SLTU,0.499675
1.6700296629813135e+19,1.1097753910314402e+19,ALU_SRL,0.488503
2.0415333372270623e+18,2.8207095915641626e+18,ALU_XXX,0.567862
5.957289379867504e+18,6.798916505463615e+18,ALU_SLL,0.56638
3.421013390573384e+18,1.3317423248790694e+19,ALU_SRA,0.5847600000000001
7.292659906749471e+17,8.210201576379025e+18,ALU_SRL,0.31117
8.457982230306851e+18,1.3322954318898776e+19,ALU_SRL,0.408486
1.6090039485160909e+19,1.0934859918657024e+19,ALU_XOR,0.447994
1.7819485499093092e+18,1.236762745770603e+19,ALU_SUB,0.47273000000000004
1.3308135155264084e+19,8.51677713502481e+18,ALU_AND,0.340764
7.947550444803385e+18,1.049992198768412e+19,ALU_SRL,0.547032
1.0684928456240368e+19,5.112593865775587e+18,ALU_COPY_B,0.541936
1.4936058029618004e+18,8.775505456414262e+18,ALU_SLTU,0.35799000000000003
1.7437166523694969e+19,9.662148086035642e+18,ALU_XXX,0.442884
6.183849494566896e+18,1.2551065520355392e+18,ALU_AND,0.310052
1.561895500171218e+19,9.021435415531917e+18,ALU_AND,0.393406
7.352172489534279e+18,6.099927671787105e+18,ALU_XXX,0.577849
6.448226229402543e+17,1.2060843585466798e+18,ALU_SLL,0.368314
7.862034822379491e+18,7.303636789901659e+18,ALU_SLTU,0.384313
1.393696524445035e+19,1.0776002571646628e+19,ALU_OR,0.297104
2.271062379207549e+18,1.477553827543626e+19,ALU_SLL,0.44677799999999995
1.365514904319781e+19,1.2617567958588303e+19,ALU_AND,0.478304
1.688538798981158e+19,1.034581116888828e+19,ALU_ADD,0.36695500000000003
4.583569851088023e+18,3.9900323324729457e+18,ALU_SLTU,0.516988
1.4476969779169638e+19,2.9794102065391985e+18,ALU_SUB,0.5533100000000001
1.1353765581244064e+18,1.3869199499808713e+19,ALU_ADD,0.535791
2.363852420041012e+18,1.7954941354581651e+19,ALU_SRL,0.38837
1.1577302710043507e+19,3.232900869726145e+18,ALU_AND,0.407412
1.3959738853166991e+19,7.196694620654683e+17,ALU_XOR,0.299076
4.614460815010458e+18,5.847475421017379e+18,ALU_SLTU,0.443142
1.3298127222855485e+19,1.0488439146975918e+19,ALU_OR,0.6170359999999999
1.688427808163913e+19,9.935576366784044e+17,ALU_SRA,0.315218
7.676292193946492e+17,1.6502714322326962e+19,ALU_ADD,0.414678
8.00460823766439e+18,2.0287399320782185e+18,ALU_XXX,0.329602
8.219320214657863e+18,1.3314558051497978e+19,ALU_ADD,0.525411
3.3610409292421914e+17,6.628730997644463e+18,ALU_XXX,0.35938000000000003
9.443998923602618e+18,4.377546350623952e+18,ALU_AND,0.206486
5.646119955054299e+18,1.4575668489361347e+19,ALU_ADD,0.204104
1.6195025092766435e+19,3.5156679238098263e+18,ALU_XOR,0.36385300000000004
2.1509865743724608e+18,2.9826536229994214e+18,ALU_OR,0.5711729999999999
6.728314758771117e+18,1.7344689333233295e+19,ALU_SLTU,0.395282
2.467911982548366e+18,1.110045038428037e+19,ALU_AND,0.327485
2.7733644661939927e+18,1.5204657849761796e+19,ALU_SLT,0.530688
3.295062218065907e+18,8.29413104308856e+18,ALU_SRA,0.374831
2.7776744189745275e+18,7.909372650941765e+18,ALU_SRA,0.361722
7.315566463779879e+18,1.5884018526629792e+19,ALU_ADD,0.374463
7.123730519212607e+18,1.5449511601127795e+19,ALU_SRL,0.218954
7.199272466776336e+18,1.3094067829799539e+19,ALU_SUB,0.289167
2.4268269096968013e+18,1.8405674487122835e+19,ALU_COPY_B,0.34754
1.4294533293009175e+18,8.841276244551234e+18,ALU_XOR,0.6348560000000001
1.1484899688930765e+19,1.6010821470628979e+19,ALU_XOR,0.457114
8.60598838086516e+18,2.10956211592842e+18,ALU_ADD,0.472659
5.326748778213252e+18,1.4982677311824234e+19,ALU_SLL,0.515108
1.0857875813373696e+19,1.4806260004258952e+18,ALU_SUB,0.377991
1.4978413367438604e+19,1.784485217810443e+19,ALU_SUB,0.275109
1.1581501088933095e+19,1.3359855218705517e+19,ALU_SLL,0.33364
1.076316713553105e+19,1.000679859698177e+19,ALU_SLL,0.572601
1.0281846179453994e+18,5.348195148692062e+18,ALU_SRL,0.244822
1.5550368282931956e+19,1.0146206142907398e+19,ALU_SRL,0.389176
7.286646790810922e+18,1.461658097089914e+19,ALU_SLL,0.36666
4.386320173757524e+18,9.719604673715343e+18,ALU_ADD,0.291615
1.609403495101354e+19,3.219729677321724e+18,ALU_XXX,0.560396
4.76418391797096e+18,7.114477286725744e+18,ALU_SUB,0.342507
4.968331531281033e+18,9.752844469996591e+18,ALU_SRL,0.362871
1.0746665760289542e+19,9.639958621520402e+18,ALU_ADD,0.27624499999999996
9.379047274481383e+18,1.0843840256418351e+19,ALU_OR,0.511678
6.416803677380513e+18,4.09189617929419e+18,ALU_SRA,0.269296
3.8486310122834775e+18,3.311547919681985e+18,ALU_SRA,0.618472
1.1004060599986985e+19,4.890231820767745e+17,ALU_SLTU,0.25490300000000005
1.4586275819176298e+19,8.807280747007237e+18,ALU_OR,0.298209
1.521084849889915e+19,9.713805391209271e+18,ALU_XXX,0.6767810000000001
1.1757371279018211e+19,1.2113676056628312e+19,ALU_XXX,0.387553
8.910926190943639e+18,7.824878564823481e+18,ALU_AND,0.61698
4.257500418500323e+16,1.6164950487709508e+19,ALU_OR,0.479211
1.0223697166398974e+19,1.1300673532306063e+19,ALU_SRL,0.508576
1.2130396304817617e+19,1.794951009834719e+19,ALU_SRA,0.251688
5.208133230493424e+18,8.740828415761366e+18,ALU_SRA,0.391123
1.6340917875764963e+19,1.0781801101514514e+19,ALU_AND,0.388105
1.7525154878858625e+19,8.353456938156832e+18,ALU_COPY_B,0.535925
9.786662538977229e+18,2.4336755790029338e+17,ALU_SRA,0.242297
1.7470179310426722e+19,1.153459514503705e+19,ALU_COPY_B,0.575293
1.655063653191109e+19,1.3406623112214274e+19,ALU_SUB,0.442995
8.229316553907781e+18,2.6327225970972554e+18,ALU_AND,0.332483
1.4608986384385247e+19,1.3474785485290265e+19,ALU_SRL,0.3906
1.151052716043519e+19,1.194468505226197e+19,ALU_OR,0.599096
7.332026797591437e+17,1.7244067422017964e+19,ALU_SLT,0.487328
1.3705979371265267e+18,1.0998787908209654e+19,ALU_SLT,0.5614939999999999
2.5993781677085466e+18,1.0592831484551502e+19,ALU_AND,0.6101770000000001
2.0509220457511724e+18,7.841485670786614e+18,ALU_SRL,0.564982
1.2524141883603102e+19,8.727718744467396e+18,ALU_SUB,0.676882
3.014389129664829e+18,1.8129382598480687e+19,ALU_OR,0.360254
8.138038620214491e+18,1.824984247418557e+19,ALU_SLT,0.348607
3.9075451042377257e+18,2.2086545341027256e+18,ALU_SRL,0.62637
1.4066687136196594e+19,4.997574004882391e+18,ALU_SLTU,0.444709
9.389605817040488e+18,1.711523086003136e+19,ALU_SLTU,0.293016
3.655212091218223e+18,1.2702650014673904e+19,ALU_COPY_B,0.583955
4.751809909492319e+18,6.585389525208749e+18,ALU_XOR,0.640999
1.479773787786918e+19,9.687047004329363e+18,ALU_AND,0.454416
6.23072870844805e+18,4.819834370398519e+18,ALU_SRL,0.663195
1.5267777393778209e+19,2.596131710080894e+18,ALU_SUB,0.495017
1.7111275429539697e+19,1.1115821269705464e+19,ALU_OR,0.6239859999999999
1.361074054460839e+19,1.551553442843264e+19,ALU_SLTU,0.600701
8.406214734922912e+18,1.1249886968495473e+19,ALU_ADD,0.362089
3.557877614649806e+18,8.561288264341707e+18,ALU_SLL,0.302727
4.0338098463026273e+18,1308947802515175.0,ALU_SLT,0.54527
1.0108501005194301e+19,7.996829206363266e+18,ALU_SRL,0.265803
1.7848370934707331e+19,5.329450869299338e+16,ALU_SRA,0.75847
3.239115679876679e+18,3.900448869012514e+18,ALU_XXX,0.5865060000000001
5.100823523854196e+18,1.3669744746100675e+19,ALU_AND,0.325023
5.494776281569465e+17,2.844756600818032e+18,ALU_AND,0.410212
1.6910715611886854e+19,1.064712953530995e+19,ALU_ADD,0.534474
1.4065788098990047e+19,5.843576170533345e+18,ALU_SLT,0.400272
3.750520138360987e+18,1.7447575844219834e+19,ALU_SLL,0.544327
1.065869801619143e+19,1.0366585449112726e+19,ALU_SLT,0.731603
6.76702918435044e+18,3.47778920258546e+18,ALU_ADD,0.600431
1.32120593710436e+19,4.434830792210489e+18,ALU_SRA,0.415169
1.1076407019218102e+18,7.30910442403617e+18,ALU_XOR,0.537222
1.868229547856496e+17,1.2576486039478716e+19,ALU_SLL,0.5612550000000001
7.209775511309411e+18,2.349745098792292e+18,ALU_SRA,0.691272
1.0775953122002756e+19,1.3720960844372912e+19,ALU_COPY_B,0.321939
7.249745728498477e+18,2.1285380003944507e+18,ALU_SRL,0.331511
7.039559034960347e+18,9.2853315687642e+18,ALU_SLTU,0.34721
1.5712347728051325e+19,4.910953332837071e+18,ALU_SLL,0.54257
1.1267081984036487e+19,5.172264318142945e+18,ALU_ADD,0.33043
1.4888366026112633e+19,1.3133187948876653e+19,ALU_AND,0.411529
1.6879234059425393e+19,1.8298764458298343e+19,ALU_SLL,0.34980700000000003
8.184679478843659e+18,1.553344817242057e+19,ALU_XXX,0.314709
1.4554918491129162e+19,1.233292536041514e+19,ALU_SLT,0.728154
8.710047256588453e+18,1.5528491189823197e+19,ALU_SRA,0.275294
1.43358653115541e+19,6.710555335504409e+18,ALU_XXX,0.575162
1.4241448408743326e+19,6.074074100973028e+18,ALU_XXX,0.619043
9.822468494310068e+18,1.1701927211206638e+18,ALU_SRL,0.50225
6.216721574854608e+18,5.532877948796595e+18,ALU_AND,0.41871499999999995
9.384065791439415e+18,1.0972740733322953e+19,ALU_AND,0.322128
1.0414500003657075e+19,1.2957195401519778e+19,ALU_AND,0.302952
1.193271557603325e+19,7.944027323104915e+18,ALU_XOR,0.356724
1.574210158552619e+19,1.170999304328849e+19,ALU_XXX,0.5495369999999999
1.350497262562565e+18,9.089727348595274e+18,ALU_ADD,0.405906
1.3939437484525015e+19,1.1821484499448222e+19,ALU_SUB,0.550712
3.4888075703911014e+18,1.4915404006041326e+19,ALU_COPY_B,0.352979
3.198427830850876e+18,7.214660432982494e+18,ALU_SRA,0.34466199999999997
1.5993228869422467e+19,1.0378997069406851e+19,ALU_OR,0.50266
9.40390504208096e+18,1.6387340194151772e+19,ALU_ADD,0.45247600000000004
5.802494993441713e+18,1.1748124537053954e+19,ALU_SLL,0.376237
1.35781985894179e+19,1.071962581941574e+19,ALU_COPY_B,0.352944
3.74278391976788e+17,7.084916088669606e+17,ALU_XOR,0.463845
4.4759244645747246e+18,9.66696894725835e+18,ALU_SRA,0.333953
1.6160606678768605e+19,2.985235561046397e+18,ALU_COPY_B,0.5087079999999999
1.1224304970761198e+19,1.782024700576794e+19,ALU_OR,0.42734399999999995
1.7601323438871249e+19,1.7510048275502238e+19,ALU_SLL,0.423357
1.5740507981087476e+19,1.727174690436077e+19,ALU_SLL,0.6339819999999999
1.8064922560676647e+19,1.5851882270007523e+19,ALU_SUB,0.252237
8.079114217302195e+18,5.707293801318408e+17,ALU_XOR,0.34561
5.612534088502225e+18,1.523345299783271e+19,ALU_SRL,0.383022
6.17159795493085e+17,6.371083471575112e+18,ALU_SRL,0.317386
1.1413035825101689e+19,1.2329347381509468e+19,ALU_XXX,0.433202
6.764263553452144e+18,1.404569664881329e+19,ALU_XOR,0.5146069999999999
1.6662165649330078e+19,9.965231534893462e+18,ALU_COPY_B,0.439281
1.143923730949045e+19,1.779463435291075e+19,ALU_SRL,0.639706
1.1393876883657724e+19,5.853984505151544e+18,ALU_SLL,0.510692
5.632946176955289e+18,8.768175938644893e+18,ALU_XOR,0.21716999999999997
5.188002055847025e+18,1.378538758446827e+19,ALU_SLT,0.446704
1.4984663341906612e+19,1.314283243141099e+19,ALU_SRA,0.494414
6.759056812066175e+18,5.068900181720201e+18,ALU_XOR,0.393838
2.704740123300408e+18,1.6501870636302758e+19,ALU_SRA,0.551309
9.791245024581943e+18,1.5742608336832848e+19,ALU_COPY_B,0.29691100000000004
1.7627068610629018e+19,1.5679996901478316e+19,ALU_AND,0.328812
1.119991720484628e+19,1.3403802160235962e+19,ALU_SRA,0.449291
1.163665702969969e+19,8.972506374129414e+18,ALU_SLT,0.324437
9.695381598650454e+18,1.3596453471082865e+19,ALU_SRL,0.282478
1.3821998050100589e+19,1.8406702334228185e+19,ALU_SLT,0.391462
8.75018991695745e+18,4.4516332835250857e+18,ALU_SLTU,0.314756
9.84474533353385e+18,5.5354915665457664e+17,ALU_SLTU,0.518564
1.5171254792055341e+19,2.733238072322221e+18,ALU_AND,0.406364
7.338280916695149e+18,9.30028693071651e+18,ALU_COPY_B,0.395474
1.2729626696369711e+19,3.965870994268312e+18,ALU_COPY_B,0.317838
1.0455766428488129e+19,1.4554150346523994e+19,ALU_SLL,0.307266
4.1387891318729247e+18,1.2261211240982378e+19,ALU_ADD,0.408994
1.458575263583239e+19,8.84343711953104e+18,ALU_SLT,0.369431
3.010194003953613e+18,4.3809423939665567e+18,ALU_OR,0.331878
1.0599776442832505e+19,1.5563860104753506e+19,ALU_SRA,0.598857
1.601146506287354e+19,2.4331553709512384e+17,ALU_SLTU,0.279108
3.8551172606725806e+18,5.021983165182301e+18,ALU_SRA,0.44228100000000004
3.8931841179656806e+18,4.5100921548052536e+18,ALU_XOR,0.326029
9.148569695113949e+18,5.002169605801307e+18,ALU_SLL,0.6808
1.4844477260917252e+19,1.3467909861935268e+19,ALU_SUB,0.4289020000000001
1.4928559940948652e+19,1.3556197060949178e+19,ALU_AND,0.47321499999999994
1.1693460402875845e+18,1.2647280304096426e+19,ALU_AND,0.308733
8.759370598118376e+18,9.761978393295667e+18,ALU_ADD,0.375389
6.959066000307959e+18,1.3292664237226777e+19,ALU_XOR,0.245128
1.0701279073968806e+19,8.81021922746624e+17,ALU_XXX,0.536373
1.6716086466867065e+19,1.4170702631541826e+19,ALU_AND,0.294298
1.173896755770033e+18,6.089339240382422e+18,ALU_ADD,0.296577
1.9353091197379663e+18,1.1784747450040803e+19,ALU_SRA,0.275514
1.5604299163113892e+19,1.057574354588107e+19,ALU_SLTU,0.578661
8.052284911737677e+18,1.3387323410489272e+19,ALU_SLTU,0.564262
9.721925025287944e+18,1.1411132375836918e+19,ALU_SLL,0.345702
1.743295278077414e+19,1.2033136211342723e+19,ALU_COPY_B,0.457405
1.724527807072557e+19,2.527796783530936e+18,ALU_COPY_B,0.333516
6.099527376030526e+18,1.438560419302032e+19,ALU_SRL,0.6067100000000001
6.169293271456612e+18,6.991040819755648e+18,ALU_SLT,0.33575900000000003
1.6354325741629612e+19,4.148898889716712e+18,ALU_AND,0.632541
6.616564669180713e+18,1.55928544337528e+19,ALU_COPY_B,0.395384
1.4273658694663334e+19,1.8218230088439804e+19,ALU_SUB,0.407222
1.3357719740316408e+19,9.728132177147876e+17,ALU_XOR,0.654791
1.3506703191818803e+19,7.617866648520175e+18,ALU_SUB,0.4738060000000001
5.963932978550468e+18,1.7661495466065034e+18,ALU_AND,0.35923099999999997
5.307159797780313e+18,6.958173344527951e+18,ALU_XOR,0.50508
7.324531545305381e+18,1.0042379323066671e+19,ALU_SLTU,0.266721
1.302117601056525e+19,4.017948314809606e+18,ALU_XOR,0.438648
1.6384908041353153e+19,1.5551643630809088e+19,ALU_SRL,0.347907
9.962816192820828e+18,6.114182560150493e+18,ALU_XXX,0.7098939999999999
2.606600920419378e+17,1.18094374132961e+19,ALU_COPY_B,0.259709
1.0296838963108686e+19,9.791555100425417e+18,ALU_SLL,0.30518
1.1721480806941053e+19,1.7666652729414126e+19,ALU_AND,0.430277
9.78824209005322e+18,1.207130069291212e+19,ALU_SRA,0.247936
3.2880149272011e+18,2.9873299063423324e+18,ALU_SLL,0.652867
1.5471188115110777e+19,6.697090322071399e+18,ALU_SLT,0.51874
1.6436398229413052e+19,4.531814528743156e+18,ALU_COPY_B,0.333005
2.5759303782218696e+18,1.5211957258159182e+19,ALU_SLL,0.608935
1.4414245627621974e+19,1.4745478122848627e+19,ALU_COPY_B,0.35553
1.2354144741481294e+19,6.899429565018522e+18,ALU_SLT,0.508125
1.5792217582442916e+19,1.5261603982104621e+19,ALU_SRL,0.250619
1.3999373176329015e+19,7.52822538638511e+18,ALU_ADD,0.31664499999999995
2.2591011319643564e+18,4.4838706836992896e+17,ALU_XXX,0.716063
1.788747373981281e+19,1.1809986928780282e+19,ALU_SLL,0.326113
1.2430535894176238e+19,8.733108258336752e+16,ALU_XOR,0.34665
8.83847153173352e+17,6.226186755106239e+18,ALU_COPY_B,0.506196
1.0960282121550472e+18,9.98913821007677e+18,ALU_ADD,0.387996
1.3274026062046003e+19,1.4575875680612956e+18,ALU_COPY_B,0.65761
1.2705438083248482e+19,8.075314479461415e+18,ALU_ADD,0.626214
1.173747057598456e+19,1.7916423676616176e+19,ALU_SLL,0.374235
1.5387111928740592e+19,3.700713427196029e+18,ALU_SRL,0.392925
1.204730098180143e+18,1.854713016688582e+18,ALU_AND,0.33132
7.448025190041162e+18,8.181834046168117e+18,ALU_AND,0.374818
1.322655455011115e+18,4.54549508238077e+18,ALU_ADD,0.60232
6.968090242534384e+18,8.072386062778299e+18,ALU_ADD,0.36838200000000004
5.892055537387412e+18,1.728510259305791e+19,ALU_ADD,0.338433
4.3727244105813033e+18,1.2887451158199405e+19,ALU_ADD,0.297041
1.7724574151746066e+19,1.790440081668377e+19,ALU_OR,0.277828
6.880164784352674e+18,6.35678046768916e+18,ALU_COPY_B,0.356691
1.1465237141409665e+19,1.0598259169018712e+19,ALU_ADD,0.448283
1.7969477952834691e+19,1.5249234904708004e+19,ALU_AND,0.40957899999999997
6.845083653448344e+18,1.2768123419063794e+19,ALU_OR,0.718827
1.5250242460874433e+19,1.9327659991046586e+17,ALU_ADD,0.402896
8.688918133284921e+18,1.4470574981531695e+19,ALU_AND,0.68333
7.1699380409538e+18,1.550805494286393e+19,ALU_SLTU,0.29118299999999997
1.15116589168055e+19,1.469258987638395e+19,ALU_SRL,0.360843
4.774726532834423e+17,7.93941477210089e+18,ALU_COPY_B,0.425893
3.5829937832914447e+18,1.4014323508322243e+19,ALU_XXX,0.529079
1.517660615227213e+19,1.7257346161405575e+19,ALU_OR,0.595032
4.815033970992068e+18,9.886814392008974e+18,ALU_SLL,0.652924
1.679153169758919e+19,1.4384411813495972e+19,ALU_SRA,0.332689
1.4339308326771065e+19,7.412326413667436e+17,ALU_SLL,0.341404
1.3211764593504465e+19,8.963597426730355e+18,ALU_COPY_B,0.35941100000000004
1.1472841084882231e+19,7.212534595901841e+18,ALU_SLTU,0.378498
6.798544108356211e+18,5.972914779968415e+18,ALU_SRL,0.693923
7.710038283032501e+18,6.883730006951068e+18,ALU_SRA,0.201556
1.652144593058103e+19,1.1679765980538716e+19,ALU_SRA,0.34749
1.5290849753620498e+18,1.7294319026655375e+19,ALU_SLTU,0.356734
2.0651194145196552e+18,5.614887175600387e+18,ALU_SRA,0.503356
1.3396428711218457e+19,4.421748413675614e+18,ALU_COPY_B,0.42533
1.8099699799978928e+19,1.4468110271469755e+18,ALU_AND,0.406648
1.1478019611595684e+19,9.64254035875955e+17,ALU_SRL,0.310105
1.4358494511219182e+19,1.5326380525252368e+19,ALU_SUB,0.565347
1.2730436335980534e+18,1.312610612075244e+18,ALU_AND,0.691764
1.2981398831290474e+19,1.7070088422155459e+19,ALU_SLTU,0.261023
1.2941198969107818e+19,5.928083515098287e+18,ALU_SLT,0.467517
1.024765223112122e+19,5.035149777751423e+18,ALU_AND,0.711823
1.635342462944522e+18,4.345733703382357e+18,ALU_AND,0.431711
7.893336133024571e+18,1.6610694963514662e+18,ALU_AND,0.4674100000000001
3.3242057085992125e+18,3.236164103585192e+18,ALU_SRA,0.383352
2.1187892632199409e+18,1.7951294090278656e+19,ALU_OR,0.495512
1.367973239815342e+19,1.7128404830750826e+19,ALU_SRA,0.379287
1.151131185004239e+19,1.7975370186852387e+19,ALU_OR,0.296188
1.551394475924759e+19,1.505123404404078e+19,ALU_OR,0.5507
1.3931240735529404e+19,6.384114464162656e+18,ALU_COPY_B,0.32700799999999997
1.8428542003053625e+19,4.64172732185239e+18,ALU_SLT,0.253755
1.3228565893756525e+19,1.4049637500815854e+19,ALU_SLT,0.4416479999999999
7.889588229612044e+18,8.704778222357143e+18,ALU_SLTU,0.467534
1.8250140613153155e+19,1.2361556349514185e+19,ALU_XXX,0.464192
